timestamp,cpu_percent,replicas
1781202437,0.0,2
1781202442,0.0,2
1781202447,0.0,2
1781202452,1.0,2
1781202457,1.0,2
1781202462,1.0,2
1781202468,1.0,2
1781202473,1.0,2
1781202478,1.0,2
1781202483,11.0,2
1781202488,11.0,2
1781202493,11.0,2
1781202498,40.0,2
1781202503,40.0,2
1781202508,40.0,2
1781202513,78.0,2
1781202518,78.0,2
1781202523,78.0,2
1781202528,117.0,3
1781202533,117.0,3
1781202538,117.0,3
1781202543,154.0,4
1781202548,154.0,4
1781202553,154.0,4
1781202558,101.0,6
1781202564,101.0,6
1781202569,101.0,6
1781202574,106.0,7
1781202579,106.0,7
1781202584,106.0,7
1781202589,69.0,7
1781202594,69.0,7
1781202599,69.0,7
1781202604,38.0,7
1781202609,38.0,7
1781202614,38.0,7
1781202619,2.0,7
1781202624,2.0,7
1781202629,2.0,7
1781202634,2.0,7
1781202639,2.0,7
1781202644,2.0,7
1781202649,2.0,7
1781202654,2.0,7
1781202659,2.0,7
1781202664,2.0,5
1781202669,2.0,5
1781202674,2.0,5
1781202679,3.0,3
1781202685,3.0,3
1781202690,3.0,3
1781202695,3.0,3
1781202700,3.0,3
1781202705,3.0,3
1781202710,3.0,3
1781202715,3.0,3
1781202720,3.0,3
1781202725,5.0,2
1781202730,5.0,2
1781202735,5.0,2
1781202740,5.0,2
1781202745,5.0,2
1781202750,5.0,2
1781202755,4.0,2
1781202760,4.0,2
1781202765,4.0,2
