timestamp,cpu_percent,replicas
1783193294,24.0,2
1783193299,24.0,2
1783193304,24.0,2
1783193309,65.0,2
1783193314,65.0,2
1783193319,65.0,2
1783193324,110.0,2
1783193329,110.0,2
1783193335,110.0,2
1783193340,160.0,4
1783193345,160.0,4
1783193350,160.0,4
1783193355,134.0,6
1783193360,134.0,6
1783193365,95.0,7
1783193371,95.0,7
1783193376,95.0,7
1783193381,56.0,10
1783193386,56.0,10
1783193391,56.0,10
1783193396,23.0,10
1783193401,23.0,10
1783193406,23.0,10
1783193411,17.0,10
1783193417,17.0,10
1783193422,17.0,10
1783193427,30.0,10
1783193432,30.0,10
1783193437,30.0,10
1783193442,44.0,10
1783193447,44.0,10
1783193452,44.0,10
1783193458,56.0,10
1783193463,56.0,10
1783193468,56.0,10
1783193473,45.0,10
1783193478,45.0,10
1783193483,45.0,10
1783193488,13.0,10
1783193493,13.0,10
1783193499,13.0,10
1783193504,21.0,10
1783193509,21.0,10
1783193514,21.0,10
1783193519,34.0,10
1783193524,34.0,10
1783193529,34.0,10
1783193535,44.0,10
1783193540,44.0,10
1783193545,44.0,10
1783193550,58.0,10
1783193555,58.0,10
1783193560,58.0,10
1783193565,32.0,10
1783193570,32.0,10
1783193575,32.0,10
1783193581,16.0,10
1783193586,16.0,10
1783193591,22.0,10
1783193596,22.0,10
1783193601,22.0,10
1783193606,32.0,10
1783193611,32.0,10
1783193617,32.0,10
1783193622,42.0,10
1783193627,42.0,10
1783193632,42.0,10
1783193637,52.0,10
1783193642,52.0,10
1783193647,52.0,10
1783193652,39.0,10
1783193657,39.0,10
1783193663,39.0,10
1783193668,12.0,10
1783193673,12.0,10
1783193678,12.0,10
1783193683,22.0,10
1783193688,22.0,10
1783193693,22.0,10
1783193698,36.0,10
1783193704,36.0,10
1783193709,36.0,10
1783193714,43.0,10
1783193719,43.0,10
1783193724,43.0,10
1783193729,55.0,10
1783193734,55.0,10
1783193739,55.0,10
1783193744,45.0,10
1783193750,45.0,10
1783193755,45.0,10
1783193760,3.0,10
1783193765,3.0,10
1783193770,3.0,10
1783193775,0.0,10
1783193780,0.0,10
1783193785,0.0,10
1783193791,0.0,10
1783193796,0.0,10
1783193801,0.0,10
1783193806,0.0,10
1783193811,0.0,10
1783193816,0.0,10
1783193821,0.0,10
1783193826,0.0,10
1783193831,0.0,10
1783193836,0.0,10
1783193842,0.0,10
1783193847,0.0,10
1783193852,0.0,10
1783193857,0.0,10
1783193862,0.0,10
1783193867,0.0,10
1783193872,0.0,10
1783193877,0.0,10
1783193883,0.0,10
1783193888,0.0,10
1783193893,0.0,10
1783193898,0.0,10
1783193903,0.0,10
1783193908,0.0,10
1783193913,0.0,10
1783193918,0.0,10
1783193923,0.0,10
1783193929,0.0,10
1783193934,0.0,10
1783193939,0.0,10
1783193944,0.0,10
1783193949,0.0,10
1783193954,0.0,10
1783193959,0.0,10
1783193964,0.0,10
1783193969,0.0,10
1783193975,0.0,10
1783193980,0.0,10
1783193985,0.0,10
1783193990,0.0,10
1783193995,0.0,10
1783194000,0.0,10
1783194005,0.0,10
1783194010,0.0,10
1783194015,0.0,10
1783194021,0.0,10
1783194026,0.0,10
1783194031,0.0,10
1783194036,0.0,10
1783194041,0.0,10
1783194046,0.0,8
1783194051,0.0,8
1783194056,0.0,2
1783194062,0.0,2
1783194067,0.0,2
1783194072,0.0,2
