timestamp,active_connections
1783193273,0
1783193278,18
1783193283,45
1783193288,66
1783193293,86
1783193298,107
1783193303,128
1783193308,156
1783193313,180
1783193318,206
1783193323,226
1783193328,231
1783193333,238
1783193338,247
1783193343,252
1783193348,261
1783193353,268
1783193358,279
1783193363,0
1783193369,5
1783193374,7
1783193379,8
1783193384,13
1783193389,18
1783193394,25
1783193399,29
1783193404,31
1783193409,37
1783193414,40
1783193419,45
1783193424,48
1783193429,51
1783193434,53
1783193439,59
1783193444,63
1783193449,68
1783193454,0
1783193459,6
1783193464,11
1783193469,15
1783193474,21
1783193479,26
1783193484,29
1783193489,35
1783193494,40
1783193499,45
1783193504,52
1783193509,56
1783193514,57
1783193519,64
1783193524,65
1783193529,68
1783193534,74
1783193539,78
1783193544,0
1783193549,2
1783193554,7
1783193559,9
1783193565,13
1783193570,18
1783193575,23
1783193580,30
1783193585,35
1783193590,45
1783193595,49
1783193600,53
1783193605,58
1783193610,66
1783193615,69
1783193620,71
1783193625,76
1783193630,77
1783193635,0
1783193640,4
1783193645,13
1783193650,19
1783193655,21
1783193660,24
1783193665,29
1783193670,34
1783193675,36
1783193680,39
1783193685,41
1783193690,43
1783193695,49
1783193700,53
1783193705,55
1783193710,58
1783193715,62
1783193720,70
1783193725,0
1783193730,0
1783193735,0
1783193740,0
1783193745,0
1783193750,0
1783193755,0
1783193760,0
1783193765,0
1783193770,0
1783193775,0
1783193780,0
1783193785,0
1783193790,0
1783193795,0
1783193800,0
1783193806,0
1783193811,0
1783193816,0
1783193821,0
1783193826,0
1783193831,0
1783193836,0
1783193841,0
1783193846,0
1783193851,0
1783193856,0
1783193861,0
1783193866,0
1783193871,0
1783193876,0
1783193881,0
1783193886,0
1783193891,0
1783193896,0
1783193901,0
1783193906,0
1783193911,0
1783193916,0
1783193921,0
1783193926,0
1783193931,0
1783193936,0
1783193941,0
1783193946,0
1783193951,0
1783193956,0
1783193961,0
1783193966,0
1783193971,0
1783193976,0
1783193981,0
1783193986,0
1783193991,0
1783193996,0
1783194001,0
1783194006,0
1783194011,0
1783194016,0
1783194021,0
1783194026,0
1783194031,0
1783194036,0
1783194041,0
1783194046,0
1783194051,0
1783194057,0
1783194062,0
1783194067,0
