timestamp,active_connections,reconnect_rate
1783200554,0,0
1783200559,0,0
1783200564,0,0
1783200569,60,0
1783200574,122,0
1783200579,122,0
1783200584,191,135.4998
1783200589,255,266
1783200594,255,266
1783200599,318,254
1783200604,386,262
1783200609,386,262
1783200614,503,144
1783200619,527,144
1783200624,537,144
1783200629,620,146
1783200634,652,174
1783200639,680,212.0666
1783200644,492,200.2338043535239
1783200649,436,211.99067102019058
1783200655,398,185.06587102019057
1783200660,0,65.7712
1783200665,0,34
1783200670,0,8
1783200675,0,0
1783200680,0,0
1783200685,0,0
1783200690,0,0
1783200695,0,0
1783200700,0,0
1783200705,0,0
1783200710,11,18.734666666666666
1783200715,30,55.79513333333333
1783200720,68,131.38713333333334
1783200725,107,187.05286666666663
1783200730,129,197.6892
1783200735,253,370
1783200740,253,276
1783200745,253,248
1783200751,383,260
1783200756,372,260
1783200761,372,260
1783200766,581,400
1783200771,581,400
1783200776,553,400
1783200781,619,176
1783200786,660,176
1783200791,660,176
1783200796,747,124
1783200801,706,170
1783200806,706,170
1783200811,0,60
1783200816,0,14
1783200821,0,14
1783200826,0,0
1783200831,0,0
1783200836,0,0
1783200841,0,0
1783200846,0,0
1783200851,0,0
1783200857,0,0
1783200862,7,10.105333333333334
1783200867,16,20.6288
1783200872,94,168.25273208430914
1783200877,126,223.2090555815769
1783200882,128,218.7035222482436
1783200887,213,236.98693349330134
1783200892,258,263.99920015996804
1783200897,258,259.99920015996804
1783200902,382,338
1783200907,382,248
1783200912,382,248
1783200917,616,512
1783200922,636,512
1783200927,629,512
1783200932,620,280
1783200937,670,351.26546666666667
1783200942,670,366.7276
1783200947,730,212
1783200952,660,151.75
1783200957,660,154.777
1783200962,0,40
1783200968,0,4
1783200973,0,4
1783200978,0,0
1783200983,0,0
1783200988,0,0
1783200993,0,0
1783200998,0,0
1783201003,0,0
1783201008,0,0
1783201013,17,29.581266666666668
1783201018,34,55.714933333333335
1783201023,90,141.39866666666666
1783201028,144,218.58953333333335
1783201033,170,258.5826666666666
1783201038,246,269.1142
1783201043,261,220.36893333333333
1783201048,327,314
1783201053,381,270
1783201058,381,240
1783201063,476,312.00000000000006
1783201068,585,446.00000000000006
1783201074,559,446
1783201079,636,386
1783201084,676,294
1783201089,643,294
1783201094,738,307.5842666666667
1783201099,750,184
1783201104,747,188
1783201109,298,58
1783201114,0,36
1783201119,0,32
1783201124,0,2
1783201129,0,0
1783201134,0,0
1783201139,0,0
1783201144,0,0
1783201149,0,0
1783201154,0,0
1783201159,2,4
1783201164,5,9.304466666666666
1783201169,76,125.29706666666667
1783201174,100,172.02839999999998
1783201179,107,191.42926666666665
1783201185,245,336.96706666666665
1783201190,246,292
1783201195,246,278
1783201200,376,262
1783201205,368,260
1783201210,402,260
1783201215,598,392
1783201220,593,392
1783201225,642,481.37786666666665
1783201230,628,206
1783201235,615,206
1783201240,698,207.11953333333332
1783201245,740,166.40553333333332
1783201250,705,201.39466666666667
1783201255,548,123.0608
1783201260,0,89.67866666666667
1783201265,0,66
1783201270,0,16
1783201275,0,0
1783201280,0,0
1783201286,0,0
1783201291,0,0
1783201296,0,0
1783201301,0,0
1783201306,0,0
1783201311,0,0
1783201316,0,0
1783201321,0,0
1783201326,0,0
1783201331,0,0
1783201336,0,0
1783201341,0,0
1783201346,0,0
1783201351,0,0
1783201356,0,0
1783201361,0,0
1783201366,0,0
