timestamp,cpu_millicores
1781211710,2
1781211715,2
1781211720,2
1781211725,2
1781211730,2
1781211735,2
1781211740,2
1781211745,16
1781211750,16
1781211755,16
1781211760,99
1781211765,99
1781211770,99
1781211776,136
1781211781,136
1781211786,136
1781211791,239
1781211796,239
1781211801,239
1781211806,332
1781211811,332
1781211816,332
1781211821,402
1781211826,402
1781211831,402
1781211836,474
1781211841,474
1781211846,474
1781211851,462
1781211856,462
1781211861,462
1781211866,289
1781211871,289
1781211877,289
1781211882,17
1781211887,17
1781211892,17
1781211897,17
1781211902,17
1781211907,17
1781211912,17
1781211917,17
1781211922,17
1781211927,17
1781211932,17
1781211937,17
1781211942,17
1781211947,17
1781211952,17
1781211957,16
1781211962,16
1781211967,16
1781211972,16
1781211977,16
1781211983,16
1781211988,17
1781211993,17
1781211998,17
1781212003,17
1781212008,17
1781212013,17
1781212018,16
1781212023,16
1781212028,17
1781212033,17
1781212038,17
1781212043,17
1781212048,17
1781212053,17
1781212058,16
1781212063,16
1781212068,16
1781212073,16
1781212078,16
1781212083,16
1781212088,16
1781212094,16
1781212099,16
1781212104,17
1781212109,17
1781212114,17
1781212119,17
1781212124,17
1781212129,17
1781212134,17
1781212139,17
1781212144,17
