timestamp,cpu_percent,replicas
1783195527,22.0,2
1783195532,22.0,2
1783195537,22.0,2
1783195542,45.0,2
1783195547,45.0,2
1783195552,45.0,2
1783195557,107.0,2
1783195563,107.0,2
1783195568,107.0,2
1783195573,168.0,4
1783195578,168.0,4
1783195583,168.0,4
1783195588,147.0,6
1783195593,147.0,6
1783195599,147.0,6
1783195604,133.0,8
1783195609,133.0,8
1783195614,133.0,8
1783195619,57.0,9
1783195624,57.0,9
1783195629,2.0,9
1783195635,2.0,9
1783195640,2.0,9
1783195645,2.0,9
1783195650,2.0,9
1783195655,2.0,9
1783195660,0.0,9
1783195665,0.0,9
1783195670,0.0,9
1783195676,1.0,9
1783195681,1.0,9
1783195686,1.0,9
1783195691,11.0,2
1783195696,11.0,2
1783195701,11.0,2
1783195706,32.0,2
1783195712,32.0,2
1783195717,32.0,2
1783195722,87.0,2
1783195727,87.0,2
1783195732,87.0,2
1783195737,167.0,3
1783195742,167.0,3
1783195748,167.0,3
1783195753,171.0,6
1783195758,171.0,6
1783195763,171.0,6
1783195768,89.0,9
1783195773,89.0,9
1783195778,89.0,9
1783195784,4.0,9
1783195789,4.0,9
1783195794,4.0,9
1783195799,0.0,9
1783195804,0.0,9
1783195809,0.0,9
1783195815,0.0,9
1783195820,0.0,9
1783195825,1.0,9
1783195830,1.0,9
1783195835,1.0,9
1783195840,9.0,2
1783195845,9.0,2
1783195851,9.0,2
1783195856,52.0,2
1783195861,52.0,2
1783195866,52.0,2
1783195871,117.0,2
1783195876,117.0,2
1783195881,117.0,2
1783195887,224.0,4
1783195892,224.0,4
1783195897,224.0,4
1783195902,162.0,8
1783195907,162.0,8
1783195912,162.0,8
1783195917,47.0,8
1783195922,47.0,8
1783195928,47.0,8
1783195933,1.0,8
1783195938,1.0,8
1783195943,1.0,8
1783195948,0.0,8
1783195953,0.0,8
1783195958,0.0,8
1783195963,0.0,8
1783195968,0.0,8
1783195974,0.0,8
1783195979,0.0,7
1783195984,0.0,7
1783195989,0.0,7
1783195994,14.0,2
1783195999,14.0,2
1783196004,14.0,2
1783196009,53.0,2
1783196014,53.0,2
1783196020,53.0,2
1783196025,101.0,2
1783196030,101.0,2
1783196035,101.0,2
1783196040,203.0,4
1783196045,203.0,4
1783196050,168.0,7
1783196055,168.0,7
1783196061,168.0,7
1783196066,56.0,9
1783196071,56.0,9
1783196076,56.0,9
1783196081,0.0,9
1783196086,0.0,9
1783196091,0.0,9
1783196096,0.0,9
1783196102,0.0,9
1783196107,0.0,9
1783196112,0.0,9
1783196117,0.0,9
1783196122,0.0,9
1783196127,0.0,9
1783196132,0.0,9
1783196137,0.0,9
1783196142,8.0,2
1783196148,8.0,2
1783196153,8.0,2
1783196158,38.0,2
1783196163,38.0,2
1783196168,38.0,2
1783196173,64.0,2
1783196178,64.0,2
1783196183,64.0,2
1783196188,130.0,2
1783196194,130.0,2
1783196199,130.0,2
1783196204,203.0,5
1783196209,203.0,5
1783196214,203.0,5
1783196219,117.0,6
1783196224,117.0,6
1783196229,117.0,6
1783196234,4.0,8
1783196239,4.0,8
1783196245,4.0,8
1783196250,0.0,8
1783196255,0.0,8
1783196260,0.0,8
1783196265,0.0,8
1783196270,0.0,8
1783196275,0.0,8
1783196280,0.0,8
1783196286,0.0,8
1783196291,0.0,4
1783196296,0.0,4
1783196301,0.0,4
1783196306,0.0,2
1783196311,0.0,2
1783196316,0.0,2
1783196321,0.0,2
