timestamp,pod,cpu_millicores
1783195516,websocket-loadgen-lrpmh,126
1783195516,websocket-server-5d44fc8b6-rrgd6,46
1783195516,websocket-server-5d44fc8b6-vmnsd,45
1783195522,websocket-loadgen-lrpmh,126
1783195522,websocket-server-5d44fc8b6-rrgd6,46
1783195522,websocket-server-5d44fc8b6-vmnsd,45
1783195527,websocket-loadgen-lrpmh,126
1783195527,websocket-server-5d44fc8b6-rrgd6,46
1783195527,websocket-server-5d44fc8b6-vmnsd,45
1783195532,websocket-loadgen-lrpmh,109
1783195532,websocket-server-5d44fc8b6-rrgd6,46
1783195532,websocket-server-5d44fc8b6-vmnsd,135
1783195537,websocket-loadgen-lrpmh,109
1783195537,websocket-server-5d44fc8b6-rrgd6,46
1783195537,websocket-server-5d44fc8b6-vmnsd,135
1783195542,websocket-loadgen-lrpmh,109
1783195542,websocket-server-5d44fc8b6-rrgd6,46
1783195542,websocket-server-5d44fc8b6-vmnsd,135
1783195547,websocket-loadgen-lrpmh,57
1783195547,websocket-server-5d44fc8b6-rrgd6,183
1783195547,websocket-server-5d44fc8b6-vmnsd,245
1783195552,websocket-loadgen-lrpmh,57
1783195552,websocket-server-5d44fc8b6-rrgd6,183
1783195552,websocket-server-5d44fc8b6-vmnsd,245
1783195558,websocket-loadgen-lrpmh,57
1783195558,websocket-server-5d44fc8b6-rrgd6,183
1783195558,websocket-server-5d44fc8b6-vmnsd,245
1783195563,websocket-loadgen-lrpmh,81
1783195563,websocket-server-5d44fc8b6-rrgd6,310
1783195563,websocket-server-5d44fc8b6-vmnsd,363
1783195568,websocket-loadgen-lrpmh,81
1783195568,websocket-server-5d44fc8b6-rrgd6,310
1783195568,websocket-server-5d44fc8b6-vmnsd,363
1783195573,websocket-loadgen-lrpmh,81
1783195573,websocket-server-5d44fc8b6-rrgd6,310
1783195573,websocket-server-5d44fc8b6-vmnsd,363
1783195578,websocket-loadgen-lrpmh,97
1783195578,websocket-server-5d44fc8b6-6t668,37
1783195578,websocket-server-5d44fc8b6-fs2wz,89
1783195578,websocket-server-5d44fc8b6-rrgd6,402
1783195578,websocket-server-5d44fc8b6-vmnsd,445
1783195583,websocket-loadgen-lrpmh,97
1783195583,websocket-server-5d44fc8b6-6t668,37
1783195583,websocket-server-5d44fc8b6-fs2wz,89
1783195583,websocket-server-5d44fc8b6-rrgd6,402
1783195583,websocket-server-5d44fc8b6-vmnsd,445
1783195588,websocket-loadgen-lrpmh,110
1783195588,websocket-server-5d44fc8b6-2x4wp,69
1783195588,websocket-server-5d44fc8b6-5wdc8,58
1783195588,websocket-server-5d44fc8b6-6t668,60
1783195588,websocket-server-5d44fc8b6-fs2wz,84
1783195588,websocket-server-5d44fc8b6-rrgd6,480
1783195588,websocket-server-5d44fc8b6-vmnsd,445
1783195594,websocket-server-5d44fc8b6-2x4wp,69
1783195594,websocket-server-5d44fc8b6-5wdc8,58
1783195594,websocket-server-5d44fc8b6-6t668,60
1783195594,websocket-server-5d44fc8b6-fs2wz,84
1783195594,websocket-server-5d44fc8b6-rrgd6,480
1783195594,websocket-server-5d44fc8b6-vmnsd,445
1783195599,websocket-server-5d44fc8b6-2x4wp,69
1783195599,websocket-server-5d44fc8b6-5wdc8,58
1783195599,websocket-server-5d44fc8b6-6t668,60
1783195599,websocket-server-5d44fc8b6-fs2wz,84
1783195599,websocket-server-5d44fc8b6-rrgd6,480
1783195599,websocket-server-5d44fc8b6-vmnsd,445
1783195604,websocket-server-5d44fc8b6-2x4wp,34
1783195604,websocket-server-5d44fc8b6-5wdc8,21
1783195604,websocket-server-5d44fc8b6-6t668,61
1783195604,websocket-server-5d44fc8b6-9csrt,60
1783195604,websocket-server-5d44fc8b6-fs2wz,63
1783195604,websocket-server-5d44fc8b6-l955v,6
1783195604,websocket-server-5d44fc8b6-rrgd6,131
1783195604,websocket-server-5d44fc8b6-vmnsd,482
1783195609,websocket-server-5d44fc8b6-2x4wp,34
1783195609,websocket-server-5d44fc8b6-5wdc8,21
1783195609,websocket-server-5d44fc8b6-6t668,61
1783195609,websocket-server-5d44fc8b6-9csrt,60
1783195609,websocket-server-5d44fc8b6-fs2wz,63
1783195609,websocket-server-5d44fc8b6-l955v,6
1783195609,websocket-server-5d44fc8b6-rrgd6,131
1783195609,websocket-server-5d44fc8b6-vmnsd,482
1783195614,websocket-server-5d44fc8b6-2x4wp,34
1783195614,websocket-server-5d44fc8b6-5wdc8,21
1783195614,websocket-server-5d44fc8b6-6t668,61
1783195614,websocket-server-5d44fc8b6-9csrt,60
1783195614,websocket-server-5d44fc8b6-fs2wz,63
1783195614,websocket-server-5d44fc8b6-l955v,6
1783195614,websocket-server-5d44fc8b6-rrgd6,131
1783195614,websocket-server-5d44fc8b6-vmnsd,482
1783195619,websocket-server-5d44fc8b6-2x4wp,0
1783195619,websocket-server-5d44fc8b6-5wdc8,0
1783195619,websocket-server-5d44fc8b6-6t668,0
1783195619,websocket-server-5d44fc8b6-9csrt,0
1783195619,websocket-server-5d44fc8b6-fs2wz,0
1783195619,websocket-server-5d44fc8b6-l955v,0
1783195619,websocket-server-5d44fc8b6-mvf26,0
1783195619,websocket-server-5d44fc8b6-rrgd6,1
1783195619,websocket-server-5d44fc8b6-vmnsd,42
1783195624,websocket-server-5d44fc8b6-2x4wp,0
1783195624,websocket-server-5d44fc8b6-5wdc8,0
1783195624,websocket-server-5d44fc8b6-6t668,0
1783195624,websocket-server-5d44fc8b6-9csrt,0
1783195624,websocket-server-5d44fc8b6-fs2wz,0
1783195624,websocket-server-5d44fc8b6-l955v,0
1783195624,websocket-server-5d44fc8b6-mvf26,0
1783195624,websocket-server-5d44fc8b6-rrgd6,1
1783195624,websocket-server-5d44fc8b6-vmnsd,42
1783195630,websocket-server-5d44fc8b6-2x4wp,0
1783195630,websocket-server-5d44fc8b6-5wdc8,0
1783195630,websocket-server-5d44fc8b6-6t668,0
1783195630,websocket-server-5d44fc8b6-9csrt,0
1783195630,websocket-server-5d44fc8b6-fs2wz,0
1783195630,websocket-server-5d44fc8b6-l955v,0
1783195630,websocket-server-5d44fc8b6-mvf26,0
1783195630,websocket-server-5d44fc8b6-rrgd6,1
1783195630,websocket-server-5d44fc8b6-vmnsd,42
1783195635,websocket-server-5d44fc8b6-2x4wp,0
1783195635,websocket-server-5d44fc8b6-5wdc8,0
1783195635,websocket-server-5d44fc8b6-6t668,0
1783195635,websocket-server-5d44fc8b6-9csrt,0
1783195635,websocket-server-5d44fc8b6-fs2wz,0
1783195635,websocket-server-5d44fc8b6-l955v,0
1783195635,websocket-server-5d44fc8b6-mvf26,0
1783195635,websocket-server-5d44fc8b6-rrgd6,1
1783195635,websocket-server-5d44fc8b6-vmnsd,42
1783195640,websocket-server-5d44fc8b6-2x4wp,0
1783195640,websocket-server-5d44fc8b6-5wdc8,0
1783195640,websocket-server-5d44fc8b6-6t668,0
1783195640,websocket-server-5d44fc8b6-9csrt,0
1783195640,websocket-server-5d44fc8b6-fs2wz,0
1783195640,websocket-server-5d44fc8b6-l955v,0
1783195640,websocket-server-5d44fc8b6-mvf26,0
1783195640,websocket-server-5d44fc8b6-rrgd6,1
1783195640,websocket-server-5d44fc8b6-vmnsd,42
1783195645,websocket-server-5d44fc8b6-2x4wp,0
1783195645,websocket-server-5d44fc8b6-5wdc8,0
1783195645,websocket-server-5d44fc8b6-6t668,0
1783195645,websocket-server-5d44fc8b6-9csrt,0
1783195645,websocket-server-5d44fc8b6-fs2wz,0
1783195645,websocket-server-5d44fc8b6-l955v,0
1783195645,websocket-server-5d44fc8b6-mvf26,0
1783195645,websocket-server-5d44fc8b6-rrgd6,1
1783195645,websocket-server-5d44fc8b6-vmnsd,42
1783195650,websocket-server-5d44fc8b6-2x4wp,0
1783195650,websocket-server-5d44fc8b6-5wdc8,0
1783195650,websocket-server-5d44fc8b6-6t668,0
1783195650,websocket-server-5d44fc8b6-9csrt,0
1783195650,websocket-server-5d44fc8b6-fs2wz,0
1783195650,websocket-server-5d44fc8b6-l955v,0
1783195650,websocket-server-5d44fc8b6-mvf26,0
1783195650,websocket-server-5d44fc8b6-rrgd6,1
1783195650,websocket-server-5d44fc8b6-vmnsd,0
1783195655,websocket-server-5d44fc8b6-2x4wp,0
1783195655,websocket-server-5d44fc8b6-5wdc8,0
1783195655,websocket-server-5d44fc8b6-6t668,0
1783195655,websocket-server-5d44fc8b6-9csrt,0
1783195655,websocket-server-5d44fc8b6-fs2wz,0
1783195655,websocket-server-5d44fc8b6-l955v,0
1783195655,websocket-server-5d44fc8b6-mvf26,0
1783195655,websocket-server-5d44fc8b6-rrgd6,1
1783195655,websocket-server-5d44fc8b6-vmnsd,0
1783195660,websocket-server-5d44fc8b6-2x4wp,0
1783195660,websocket-server-5d44fc8b6-5wdc8,0
1783195660,websocket-server-5d44fc8b6-6t668,0
1783195660,websocket-server-5d44fc8b6-9csrt,0
1783195660,websocket-server-5d44fc8b6-fs2wz,0
1783195660,websocket-server-5d44fc8b6-l955v,0
1783195660,websocket-server-5d44fc8b6-mvf26,0
1783195660,websocket-server-5d44fc8b6-rrgd6,1
1783195660,websocket-server-5d44fc8b6-vmnsd,0
1783195665,websocket-loadgen-567vb,126
1783195665,websocket-server-5d44fc8b6-2x4wp,0
1783195665,websocket-server-5d44fc8b6-5wdc8,0
1783195665,websocket-server-5d44fc8b6-6t668,5
1783195665,websocket-server-5d44fc8b6-9csrt,5
1783195665,websocket-server-5d44fc8b6-fs2wz,2
1783195665,websocket-server-5d44fc8b6-l955v,0
1783195665,websocket-server-5d44fc8b6-mvf26,7
1783195665,websocket-server-5d44fc8b6-rrgd6,5
1783195665,websocket-server-5d44fc8b6-vmnsd,1
1783195671,websocket-loadgen-567vb,126
1783195671,websocket-server-5d44fc8b6-2x4wp,0
1783195671,websocket-server-5d44fc8b6-5wdc8,0
1783195671,websocket-server-5d44fc8b6-6t668,5
1783195671,websocket-server-5d44fc8b6-9csrt,5
1783195671,websocket-server-5d44fc8b6-fs2wz,2
1783195671,websocket-server-5d44fc8b6-l955v,0
1783195671,websocket-server-5d44fc8b6-mvf26,7
1783195671,websocket-server-5d44fc8b6-rrgd6,5
1783195671,websocket-server-5d44fc8b6-vmnsd,1
1783195676,websocket-loadgen-567vb,126
1783195676,websocket-server-5d44fc8b6-2x4wp,0
1783195676,websocket-server-5d44fc8b6-5wdc8,0
1783195676,websocket-server-5d44fc8b6-6t668,5
1783195676,websocket-server-5d44fc8b6-9csrt,5
1783195676,websocket-server-5d44fc8b6-fs2wz,2
1783195676,websocket-server-5d44fc8b6-l955v,0
1783195676,websocket-server-5d44fc8b6-mvf26,7
1783195676,websocket-server-5d44fc8b6-rrgd6,5
1783195676,websocket-server-5d44fc8b6-vmnsd,1
1783195681,websocket-loadgen-567vb,48
1783195681,websocket-server-5d44fc8b6-2x4wp,13
1783195681,websocket-server-5d44fc8b6-5wdc8,31
1783195681,websocket-server-5d44fc8b6-6t668,31
1783195681,websocket-server-5d44fc8b6-9csrt,34
1783195681,websocket-server-5d44fc8b6-fs2wz,25
1783195681,websocket-server-5d44fc8b6-l955v,18
1783195681,websocket-server-5d44fc8b6-mvf26,7
1783195681,websocket-server-5d44fc8b6-rrgd6,29
1783195681,websocket-server-5d44fc8b6-vmnsd,15
1783195686,websocket-loadgen-567vb,48
1783195686,websocket-server-5d44fc8b6-2x4wp,13
1783195686,websocket-server-5d44fc8b6-5wdc8,31
1783195686,websocket-server-5d44fc8b6-6t668,31
1783195686,websocket-server-5d44fc8b6-9csrt,34
1783195686,websocket-server-5d44fc8b6-fs2wz,25
1783195686,websocket-server-5d44fc8b6-l955v,18
1783195686,websocket-server-5d44fc8b6-mvf26,7
1783195686,websocket-server-5d44fc8b6-rrgd6,29
1783195686,websocket-server-5d44fc8b6-vmnsd,15
1783195691,websocket-loadgen-567vb,48
1783195691,websocket-server-5d44fc8b6-2x4wp,13
1783195691,websocket-server-5d44fc8b6-5wdc8,31
1783195691,websocket-server-5d44fc8b6-6t668,31
1783195691,websocket-server-5d44fc8b6-9csrt,34
1783195691,websocket-server-5d44fc8b6-fs2wz,25
1783195691,websocket-server-5d44fc8b6-l955v,18
1783195691,websocket-server-5d44fc8b6-mvf26,7
1783195691,websocket-server-5d44fc8b6-rrgd6,29
1783195691,websocket-server-5d44fc8b6-vmnsd,15
1783195696,websocket-loadgen-567vb,67
1783195696,websocket-server-5d44fc8b6-2x4wp,27
1783195696,websocket-server-5d44fc8b6-5wdc8,31
1783195696,websocket-server-5d44fc8b6-6t668,46
