timestamp,cpu_millicores
1781207657,40
1781207662,2
1781207667,2
1781207672,2
1781207677,2
1781207682,2
1781207687,2
1781207692,18
1781207697,18
1781207702,18
1781207707,92
1781207712,92
1781207717,92
1781207722,163
1781207728,163
1781207733,163
1781207738,238
1781207743,238
1781207748,238
1781207753,294
1781207758,294
1781207763,294
1781207768,380
1781207773,380
1781207778,380
1781207783,423
1781207788,423
1781207793,423
1781207798,459
1781207803,459
1781207808,459
1781207813,284
1781207818,284
1781207823,284
1781207828,15
1781207833,15
1781207838,15
1781207844,15
1781207849,15
1781207854,15
1781207859,15
1781207864,15
1781207869,15
1781207874,15
1781207879,15
1781207884,15
1781207889,16
1781207894,16
1781207899,14
1781207904,14
1781207909,14
1781207914,12
1781207919,12
1781207924,12
1781207929,12
