timestamp,active_connections,reconnect_rate
1781204414,0,0
1781204419,0,0
1781204424,0,0
1781204429,0,0
1781204434,0,0
1781204439,11,14.660066666666667
1781204444,58,66.4932
1781204449,128,144.9632
1781204454,128,184.0802
1781204459,192,240.65746666666666
1781204464,268,280
1781204469,268,280
1781204474,334,284
1781204479,401,266
1781204484,401,266
1781204489,471,274
1781204494,530,258
1781204499,530,258
1781204504,593,244
1781204510,650,240.00000000000003
1781204515,695,240
1781204520,726,176
1781204525,749,108
1781204530,794,181.36253333333332
1781204535,800,140
1781204540,800,94
1781204545,800,12
1781204550,800,0
1781204555,800,0
1781204560,800,0
1781204565,800,0
1781204570,800,0
1781204575,800,0
1781204580,800,0
