timestamp,active_connections,reconnect_rate
1781211121,0.0,0.0
1781211127,0.0,0.0
1781211132,0.0,0.0
1781211137,0.0,0.0
1781211142,0.0,0.0
1781211147,23.0,26.315066666666663
1781211152,63.0,84.3712
1781211157,63.0,105.4342
1781211162,128.0,174.667
1781211167,190.0,237.5389333333333
1781211172,190.0,254.0
1781211177,250.0,244.0
1781211182,324.0,268.0
1781211187,324.0,268.0
1781211192,405.0,310.0
1781211197,462.0,276.0
1781211202,475.0,276.0
1781211207,525.0,214.0
1781211212,570.0,190.0
1781211217,626.0,247.272
1781211222,662.0,232.64266666666668
1781211227,722.0,208.0
1781211232,772.0,220.24
1781211237,787.0,186.0
1781211242,800.0,156.0
1781211247,800.0,56.0
1781211252,800.0,26.0
1781211257,800.0,0.0
1781211262,800.0,0.0
1781211267,800.0,0.0
1781211272,800.0,0.0
1781211277,800.0,0.0
1781211282,800.0,0.0
1781211287,800.0,0.0
1781211292,800.0,0.0
1781211297,800.0,0.0
1781211302,800.0,0.0
1781211307,800.0,0.0
1781211312,800.0,0.0
1781211317,800.0,0.0
1781211322,800.0,0.0
1781211327,800.0,0.0
1781211332,800.0,0.0
1781211337,800.0,0.0
1781211342,800.0,0.0
1781211347,800.0,0.0
1781211352,800.0,0.0
1781211357,800.0,0.0
1781211362,800.0,0.0
1781211367,800.0,0.0
1781211372,800.0,0.0
1781211377,800.0,0.0
1781211382,800.0,0.0
1781211387,800.0,0.0
1781211392,800.0,0.0
1781211397,800.0,0.0
1781211402,800.0,0.0
1781211407,800.0,0.0
1781211412,800.0,0.0
1781211417,800.0,0.0
1781211422,800.0,0.0
1781211427,800.0,0.0
1781211432,800.0,0.0
1781211437,800.0,0.0
1781211442,800.0,0.0
1781211447,800.0,0.0
1781211452,800.0,0.0
1781211457,800.0,0.0
1781211463,800.0,0.0
1781211468,800.0,0.0
1781211473,800.0,0.0
1781211478,800.0,0.0
1781211483,800.0,0.0
1781211488,800.0,0.0
1781211493,800.0,0.0
1781211498,800.0,0.0
1781211503,800.0,0.0
1781211508,800.0,0.0
1781211513,800.0,0.0
1781211518,800.0,0.0
1781211523,800.0,0.0
1781211528,800.0,0.0
1781211533,800.0,0.0
1781211538,800.0,0.0
1781211543,800.0,0.0
1781211548,800.0,0.0
1781211553,800.0,0.0
1781211558,800.0,0.0
