timestamp,cpu_percent,replicas
1781211121,1.0,2
1781211127,1.0,2
1781211132,1.0,2
1781211137,1.0,2
1781211142,1.0,2
1781211147,1.0,2
1781211152,1.0,2
1781211157,1.0,2
1781211162,1.0,2
1781211167,13.0,2
1781211172,13.0,2
1781211177,13.0,2
1781211182,50.0,2
1781211187,50.0,2
1781211192,50.0,2
1781211197,89.0,2
1781211202,89.0,2
1781211207,89.0,2
1781211212,131.0,3
1781211217,131.0,3
1781211223,131.0,3
1781211228,160.0,5
1781211233,160.0,5
1781211238,160.0,5
1781211243,125.0,5
1781211248,125.0,5
1781211253,125.0,5
1781211258,89.0,7
1781211263,89.0,7
1781211268,89.0,7
1781211273,64.0,7
1781211278,64.0,7
1781211283,64.0,7
1781211288,44.0,7
1781211293,44.0,7
1781211298,44.0,7
1781211303,4.0,7
1781211308,4.0,7
1781211313,4.0,7
1781211318,2.0,7
1781211323,2.0,7
1781211328,2.0,7
1781211333,2.0,7
1781211338,2.0,7
1781211344,2.0,7
1781211349,2.0,7
1781211354,2.0,7
1781211359,2.0,7
1781211364,2.0,7
1781211369,2.0,7
1781211374,2.0,7
1781211379,2.0,7
1781211384,2.0,7
1781211389,2.0,7
1781211394,2.0,7
1781211399,2.0,7
1781211404,2.0,7
1781211409,2.0,7
1781211414,2.0,7
1781211419,2.0,7
1781211424,2.0,7
1781211429,2.0,7
1781211434,2.0,7
1781211439,2.0,7
1781211444,2.0,7
1781211449,2.0,7
1781211454,2.0,7
1781211459,2.0,7
1781211465,2.0,7
1781211470,2.0,7
1781211475,2.0,7
1781211480,2.0,7
1781211485,2.0,7
1781211490,2.0,7
1781211495,2.0,7
1781211500,2.0,7
1781211505,2.0,7
1781211510,2.0,7
1781211515,2.0,7
1781211520,2.0,7
1781211525,2.0,7
1781211530,2.0,7
1781211535,2.0,7
1781211540,2.0,7
1781211545,2.0,7
1781211550,2.0,7
1781211555,2.0,7
