timestamp,cpu_millicores
1781211122,22
1781211127,22
1781211132,2
1781211137,2
1781211142,2
1781211147,2
1781211152,2
1781211157,26
1781211162,26
1781211167,26
1781211172,101
1781211177,101
1781211182,101
1781211187,179
1781211192,179
1781211197,179
1781211202,262
1781211207,262
1781211213,262
1781211218,356
1781211223,356
1781211228,356
1781211233,437
1781211238,437
1781211243,437
1781211248,445
1781211253,445
1781211258,445
1781211263,451
1781211268,451
1781211273,451
1781211278,309
1781211283,309
1781211288,309
1781211293,29
1781211298,29
1781211303,29
1781211308,15
1781211313,15
1781211319,15
1781211324,16
1781211329,16
1781211334,16
1781211339,16
1781211344,16
1781211349,16
1781211354,14
1781211359,14
1781211364,14
1781211369,16
1781211374,16
1781211379,16
1781211384,16
1781211389,16
1781211394,16
1781211399,16
1781211404,16
1781211409,16
1781211414,15
1781211419,15
1781211424,15
1781211429,16
1781211435,16
1781211440,16
1781211445,16
1781211450,16
1781211455,16
1781211460,15
1781211465,15
1781211470,15
1781211475,16
1781211480,16
1781211485,16
1781211490,16
1781211495,16
1781211500,16
1781211505,16
1781211510,16
1781211515,16
1781211520,16
1781211525,16
1781211530,16
1781211535,16
1781211540,16
1781211546,16
1781211551,15
1781211556,15
