timestamp,cpu_millicores
1781205809,2
1781205814,2
1781205819,2
1781205824,2
1781205829,2
1781205834,2
1781205839,2
1781205844,39
1781205849,39
1781205854,39
1781205859,79
1781205864,79
1781205869,79
1781205874,166
1781205879,166
1781205885,166
1781205890,245
1781205895,245
1781205900,245
1781205905,332
1781205910,332
1781205915,332
1781205920,417
1781205925,417
1781205930,417
1781205935,440
1781205940,440
1781205945,440
1781205950,432
1781205955,432
1781205960,432
1781205965,316
1781205970,316
1781205975,316
1781205980,17
1781205985,17
1781205990,17
1781205996,17
1781206001,17
1781206006,17
1781206011,17
1781206016,17
1781206021,14
1781206026,14
1781206031,14
1781206036,13
1781206041,11
1781206046,11
1781206051,11
