timestamp,cpu_millicores
1781208066,20
1781208071,20
1781208076,20
1781208081,2
1781208086,2
1781208091,2
1781208096,2
1781208101,2
1781208106,2
1781208111,35
1781208117,35
1781208122,35
1781208127,119
1781208132,119
1781208137,119
1781208142,199
1781208147,199
1781208152,199
1781208157,284
1781208162,284
1781208167,284
1781208172,369
1781208177,369
1781208182,369
1781208187,419
1781208192,419
1781208197,419
1781208202,438
1781208207,438
1781208212,438
1781208217,384
1781208223,384
1781208228,384
1781208233,88
1781208238,88
1781208243,14
1781208248,14
1781208253,14
1781208258,15
1781208263,15
1781208268,15
1781208273,15
1781208278,15
1781208283,15
1781208288,14
1781208293,14
1781208298,14
1781208303,15
1781208308,15
1781208313,15
1781208318,11
1781208323,11
1781208328,11
1781208334,11
1781208339,11
