timestamp,cpu_percent,replicas
1781208066,0.0,2
1781208071,0.0,2
1781208076,1.0,2
1781208081,1.0,2
1781208086,1.0,2
1781208091,1.0,2
1781208096,1.0,2
1781208101,1.0,2
1781208106,1.0,2
1781208111,1.0,2
1781208116,1.0,2
1781208121,17.0,2
1781208127,17.0,2
1781208132,17.0,2
1781208137,59.0,2
1781208142,59.0,2
1781208147,59.0,2
1781208152,99.0,2
1781208157,99.0,2
1781208162,99.0,2
1781208167,142.0,4
1781208172,142.0,4
1781208177,142.0,4
1781208182,155.0,5
1781208187,155.0,5
1781208192,155.0,5
1781208197,83.0,5
1781208202,83.0,5
1781208207,83.0,5
1781208212,87.0,7
1781208217,87.0,7
1781208222,87.0,7
1781208227,69.0,7
1781208232,69.0,7
1781208238,69.0,7
1781208243,12.0,7
1781208248,12.0,7
1781208253,12.0,7
1781208258,2.0,7
1781208263,2.0,7
1781208268,2.0,7
1781208273,2.0,7
1781208278,2.0,7
1781208283,2.0,7
1781208288,2.0,7
1781208293,2.0,7
1781208298,2.0,7
1781208303,3.0,3
1781208308,3.0,3
1781208313,3.0,3
1781208318,3.0,3
1781208323,3.0,3
1781208328,3.0,3
1781208333,3.0,3
1781208338,3.0,3
