timestamp,cpu_percent,replicas
1783196478,47.0,2
1783196483,47.0,2
1783196488,47.0,2
1783196493,70.0,2
1783196498,70.0,2
1783196503,70.0,2
1783196509,127.0,3
1783196514,127.0,3
1783196519,127.0,3
1783196524,137.0,5
1783196529,137.0,5
1783196534,137.0,5
1783196539,162.0,7
1783196545,162.0,7
1783196550,162.0,7
1783196555,81.0,9
1783196560,81.0,9
1783196565,81.0,9
1783196570,5.0,9
1783196575,5.0,9
1783196580,5.0,9
1783196586,0.0,9
1783196591,0.0,9
1783196596,0.0,9
1783196601,0.0,9
1783196606,0.0,9
1783196611,0.0,9
1783196616,0.0,9
1783196622,0.0,9
1783196627,6.0,2
1783196632,6.0,2
1783196637,6.0,2
1783196642,16.0,2
1783196647,16.0,2
1783196653,16.0,2
1783196658,72.0,2
1783196663,72.0,2
1783196668,72.0,2
1783196673,167.0,3
1783196678,167.0,3
1783196683,167.0,3
1783196689,175.0,6
1783196694,175.0,6
1783196699,175.0,6
1783196704,92.0,9
1783196709,92.0,9
1783196714,92.0,9
1783196719,3.0,9
1783196724,3.0,9
1783196730,3.0,9
1783196735,0.0,9
1783196740,0.0,9
1783196745,0.0,9
1783196750,0.0,9
1783196755,0.0,9
1783196760,0.0,9
1783196766,1.0,9
1783196771,1.0,9
1783196776,1.0,9
1783196781,13.0,2
1783196786,13.0,2
1783196791,13.0,2
1783196796,42.0,2
1783196802,42.0,2
1783196807,101.0,2
1783196812,101.0,2
1783196817,101.0,2
1783196822,178.0,4
1783196827,178.0,4
1783196832,178.0,4
1783196838,168.0,6
1783196843,168.0,6
1783196848,168.0,6
1783196853,111.0,9
1783196858,111.0,9
1783196863,111.0,9
1783196868,3.0,9
1783196873,3.0,9
1783196878,3.0,9
1783196884,0.0,9
1783196889,0.0,9
1783196894,0.0,9
1783196899,0.0,9
1783196904,0.0,9
1783196909,0.0,9
1783196914,0.0,9
1783196920,0.0,9
1783196925,0.0,9
1783196930,6.0,2
1783196935,6.0,2
1783196940,6.0,2
1783196945,30.0,2
1783196950,30.0,2
1783196955,30.0,2
1783196961,92.0,2
1783196966,92.0,2
1783196971,92.0,2
1783196976,195.0,4
1783196981,195.0,4
1783196986,195.0,4
1783196992,246.0,7
1783196997,246.0,7
1783197002,125.0,9
1783197007,125.0,9
1783197012,125.0,9
1783197018,3.0,9
1783197023,3.0,9
1783197028,3.0,9
1783197033,0.0,9
1783197038,0.0,9
1783197043,0.0,9
1783197048,0.0,9
1783197053,0.0,9
1783197058,0.0,9
1783197063,0.0,9
1783197069,0.0,9
1783197074,0.0,9
1783197079,10.0,2
1783197084,10.0,2
1783197089,10.0,2
1783197094,32.0,2
1783197099,32.0,2
1783197104,32.0,2
1783197109,94.0,2
1783197115,94.0,2
1783197120,94.0,2
1783197125,195.0,4
1783197130,195.0,4
1783197135,195.0,4
1783197140,229.0,7
1783197145,229.0,7
1783197150,229.0,7
1783197156,170.0,7
1783197161,170.0,7
1783197166,170.0,7
1783197171,9.0,9
1783197176,9.0,9
1783197181,9.0,9
1783197186,9.0,9
1783197191,9.0,9
1783197197,9.0,9
1783197202,0.0,9
1783197207,0.0,9
1783197212,0.0,9
1783197217,0.0,9
1783197222,0.0,9
1783197227,0.0,5
1783197233,0.0,5
1783197238,0.0,5
1783197243,0.0,3
1783197248,0.0,3
1783197253,0.0,3
1783197258,0.0,2
1783197263,0.0,2
1783197268,0.0,2
1783197274,0.0,2
