timestamp,cpu_millicores
1781204717,44
1781204722,44
1781204727,44
1781204732,2
1781204737,2
1781204742,2
1781204747,9
1781204752,9
1781204757,9
1781204762,70
1781204767,70
1781204772,70
1781204777,143
1781204782,143
1781204787,143
1781204793,216
1781204798,216
1781204803,216
1781204808,324
1781204813,324
1781204818,324
1781204823,351
1781204828,351
1781204833,351
1781204838,416
1781204843,416
1781204848,416
1781204853,440
1781204858,440
1781204863,440
1781204868,384
1781204873,384
1781204878,384
1781204883,24
