timestamp,pod,cpu_millicores
1783191652,websocket-server-5d44fc8b6-4csnh,0
1783191652,websocket-server-5d44fc8b6-szqxm,0
1783191657,websocket-server-5d44fc8b6-4csnh,0
1783191657,websocket-server-5d44fc8b6-szqxm,0
1783191662,websocket-server-5d44fc8b6-4csnh,0
1783191662,websocket-server-5d44fc8b6-szqxm,0
1783191668,websocket-server-5d44fc8b6-4csnh,0
1783191668,websocket-server-5d44fc8b6-szqxm,0
1783191673,websocket-loadgen-gcwl8,126
1783191673,websocket-server-5d44fc8b6-4csnh,0
1783191673,websocket-server-5d44fc8b6-bl9lm,36
1783191673,websocket-server-5d44fc8b6-j8l9f,42
1783191673,websocket-server-5d44fc8b6-szqxm,0
1783191678,websocket-loadgen-gcwl8,126
1783191678,websocket-server-5d44fc8b6-bl9lm,36
1783191678,websocket-server-5d44fc8b6-j8l9f,42
1783191683,websocket-loadgen-gcwl8,126
1783191683,websocket-server-5d44fc8b6-bl9lm,36
1783191683,websocket-server-5d44fc8b6-j8l9f,42
1783191688,websocket-loadgen-gcwl8,43
1783191688,websocket-server-5d44fc8b6-bl9lm,84
1783191688,websocket-server-5d44fc8b6-j8l9f,0
1783191693,websocket-loadgen-gcwl8,43
1783191693,websocket-server-5d44fc8b6-bl9lm,84
1783191693,websocket-server-5d44fc8b6-j8l9f,0
1783191698,websocket-loadgen-gcwl8,43
1783191698,websocket-server-5d44fc8b6-bl9lm,84
1783191698,websocket-server-5d44fc8b6-j8l9f,0
1783191703,websocket-loadgen-gcwl8,55
1783191703,websocket-server-5d44fc8b6-bl9lm,158
1783191703,websocket-server-5d44fc8b6-j8l9f,147
1783191708,websocket-loadgen-gcwl8,55
1783191708,websocket-server-5d44fc8b6-bl9lm,158
1783191708,websocket-server-5d44fc8b6-j8l9f,147
1783191713,websocket-loadgen-gcwl8,55
1783191713,websocket-server-5d44fc8b6-bl9lm,158
1783191713,websocket-server-5d44fc8b6-j8l9f,147
1783191719,websocket-loadgen-gcwl8,70
1783191719,websocket-server-5d44fc8b6-bl9lm,294
1783191719,websocket-server-5d44fc8b6-j8l9f,286
1783191724,websocket-loadgen-gcwl8,70
1783191724,websocket-server-5d44fc8b6-bl9lm,294
1783191724,websocket-server-5d44fc8b6-j8l9f,286
1783191729,websocket-loadgen-gcwl8,85
1783191729,websocket-server-5d44fc8b6-bj8b2,67
1783191729,websocket-server-5d44fc8b6-bl9lm,387
1783191729,websocket-server-5d44fc8b6-j8l9f,406
1783191734,websocket-loadgen-gcwl8,85
1783191734,websocket-server-5d44fc8b6-bj8b2,67
1783191734,websocket-server-5d44fc8b6-bl9lm,387
1783191734,websocket-server-5d44fc8b6-j8l9f,406
1783191739,websocket-loadgen-gcwl8,85
1783191739,websocket-server-5d44fc8b6-bj8b2,67
1783191739,websocket-server-5d44fc8b6-bl9lm,387
1783191739,websocket-server-5d44fc8b6-j8l9f,406
1783191744,websocket-loadgen-gcwl8,99
1783191744,websocket-server-5d44fc8b6-26rvf,67
1783191744,websocket-server-5d44fc8b6-85gdn,64
1783191744,websocket-server-5d44fc8b6-bj8b2,71
1783191744,websocket-server-5d44fc8b6-bl9lm,413
1783191744,websocket-server-5d44fc8b6-j8l9f,406
1783191749,websocket-server-5d44fc8b6-26rvf,67
1783191749,websocket-server-5d44fc8b6-85gdn,64
1783191749,websocket-server-5d44fc8b6-bj8b2,71
1783191749,websocket-server-5d44fc8b6-bl9lm,413
1783191749,websocket-server-5d44fc8b6-j8l9f,406
1783191754,websocket-server-5d44fc8b6-26rvf,67
1783191754,websocket-server-5d44fc8b6-85gdn,64
1783191754,websocket-server-5d44fc8b6-bj8b2,71
1783191754,websocket-server-5d44fc8b6-bl9lm,413
1783191754,websocket-server-5d44fc8b6-j8l9f,406
1783191760,websocket-loadgen-fhx5x,128
1783191760,websocket-server-5d44fc8b6-26rvf,36
1783191760,websocket-server-5d44fc8b6-5glcn,50
1783191760,websocket-server-5d44fc8b6-85gdn,64
1783191760,websocket-server-5d44fc8b6-959ps,58
1783191760,websocket-server-5d44fc8b6-bj8b2,93
1783191760,websocket-server-5d44fc8b6-bl9lm,309
1783191760,websocket-server-5d44fc8b6-j8l9f,471
1783191765,websocket-loadgen-fhx5x,128
1783191765,websocket-server-5d44fc8b6-26rvf,36
1783191765,websocket-server-5d44fc8b6-5glcn,50
1783191765,websocket-server-5d44fc8b6-85gdn,64
1783191765,websocket-server-5d44fc8b6-959ps,58
1783191765,websocket-server-5d44fc8b6-bj8b2,93
1783191765,websocket-server-5d44fc8b6-bl9lm,309
1783191765,websocket-server-5d44fc8b6-j8l9f,471
1783191770,websocket-loadgen-fhx5x,128
1783191770,websocket-server-5d44fc8b6-26rvf,36
1783191770,websocket-server-5d44fc8b6-5glcn,50
1783191770,websocket-server-5d44fc8b6-85gdn,64
1783191770,websocket-server-5d44fc8b6-959ps,58
1783191770,websocket-server-5d44fc8b6-bj8b2,93
1783191770,websocket-server-5d44fc8b6-bl9lm,309
1783191770,websocket-server-5d44fc8b6-j8l9f,471
1783191775,websocket-loadgen-fhx5x,39
1783191775,websocket-server-5d44fc8b6-26rvf,42
1783191775,websocket-server-5d44fc8b6-5glcn,31
1783191775,websocket-server-5d44fc8b6-85gdn,25
1783191775,websocket-server-5d44fc8b6-959ps,35
1783191775,websocket-server-5d44fc8b6-bj8b2,31
1783191775,websocket-server-5d44fc8b6-bl9lm,24
1783191775,websocket-server-5d44fc8b6-j8l9f,73
1783191780,websocket-loadgen-fhx5x,39
1783191780,websocket-server-5d44fc8b6-26rvf,42
1783191780,websocket-server-5d44fc8b6-5glcn,31
1783191780,websocket-server-5d44fc8b6-85gdn,25
1783191780,websocket-server-5d44fc8b6-959ps,35
1783191780,websocket-server-5d44fc8b6-bj8b2,31
1783191780,websocket-server-5d44fc8b6-bl9lm,24
1783191780,websocket-server-5d44fc8b6-j8l9f,73
1783191785,websocket-loadgen-fhx5x,39
1783191785,websocket-server-5d44fc8b6-26rvf,42
1783191785,websocket-server-5d44fc8b6-5glcn,31
1783191785,websocket-server-5d44fc8b6-85gdn,25
1783191785,websocket-server-5d44fc8b6-959ps,35
1783191785,websocket-server-5d44fc8b6-bj8b2,31
1783191785,websocket-server-5d44fc8b6-bl9lm,24
1783191785,websocket-server-5d44fc8b6-j8l9f,73
1783191790,websocket-loadgen-fhx5x,49
1783191790,websocket-server-5d44fc8b6-26rvf,42
1783191790,websocket-server-5d44fc8b6-5glcn,56
1783191790,websocket-server-5d44fc8b6-85gdn,54
1783191790,websocket-server-5d44fc8b6-959ps,70
1783191790,websocket-server-5d44fc8b6-bj8b2,43
1783191790,websocket-server-5d44fc8b6-bl9lm,54
1783191790,websocket-server-5d44fc8b6-j8l9f,42
1783191795,websocket-loadgen-fhx5x,49
1783191795,websocket-server-5d44fc8b6-26rvf,42
1783191795,websocket-server-5d44fc8b6-5glcn,56
1783191795,websocket-server-5d44fc8b6-85gdn,54
1783191795,websocket-server-5d44fc8b6-959ps,70
1783191795,websocket-server-5d44fc8b6-bj8b2,43
1783191795,websocket-server-5d44fc8b6-bl9lm,54
1783191795,websocket-server-5d44fc8b6-j8l9f,42
1783191800,websocket-loadgen-fhx5x,49
1783191800,websocket-server-5d44fc8b6-26rvf,42
1783191800,websocket-server-5d44fc8b6-5glcn,56
1783191800,websocket-server-5d44fc8b6-85gdn,54
1783191800,websocket-server-5d44fc8b6-959ps,70
1783191800,websocket-server-5d44fc8b6-bj8b2,43
1783191800,websocket-server-5d44fc8b6-bl9lm,54
1783191800,websocket-server-5d44fc8b6-j8l9f,42
1783191806,websocket-loadgen-fhx5x,65
1783191806,websocket-server-5d44fc8b6-26rvf,85
1783191806,websocket-server-5d44fc8b6-5glcn,85
1783191806,websocket-server-5d44fc8b6-85gdn,54
1783191806,websocket-server-5d44fc8b6-959ps,97
1783191806,websocket-server-5d44fc8b6-bj8b2,77
1783191806,websocket-server-5d44fc8b6-bl9lm,54
1783191806,websocket-server-5d44fc8b6-j8l9f,66
1783191811,websocket-loadgen-fhx5x,65
1783191811,websocket-server-5d44fc8b6-26rvf,85
1783191811,websocket-server-5d44fc8b6-5glcn,85
1783191811,websocket-server-5d44fc8b6-85gdn,54
1783191811,websocket-server-5d44fc8b6-959ps,97
1783191811,websocket-server-5d44fc8b6-bj8b2,77
1783191811,websocket-server-5d44fc8b6-bl9lm,54
1783191811,websocket-server-5d44fc8b6-j8l9f,66
1783191816,websocket-loadgen-fhx5x,65
1783191816,websocket-server-5d44fc8b6-26rvf,85
1783191816,websocket-server-5d44fc8b6-5glcn,85
1783191816,websocket-server-5d44fc8b6-85gdn,54
1783191816,websocket-server-5d44fc8b6-959ps,97
1783191816,websocket-server-5d44fc8b6-bj8b2,77
1783191816,websocket-server-5d44fc8b6-bl9lm,54
1783191816,websocket-server-5d44fc8b6-j8l9f,66
1783191821,websocket-loadgen-fhx5x,78
1783191821,websocket-server-5d44fc8b6-26rvf,115
1783191821,websocket-server-5d44fc8b6-5glcn,108
1783191821,websocket-server-5d44fc8b6-85gdn,113
1783191821,websocket-server-5d44fc8b6-959ps,120
1783191821,websocket-server-5d44fc8b6-bj8b2,103
1783191821,websocket-server-5d44fc8b6-bl9lm,86
1783191821,websocket-server-5d44fc8b6-j8l9f,97
1783191826,websocket-loadgen-fhx5x,78
