timestamp,cpu_millicores
1781205416,17
1781205421,2
1781205426,2
1781205431,2
1781205436,2
1781205442,2
1781205447,2
1781205452,22
1781205457,22
1781205462,22
1781205467,103
1781205472,103
1781205477,103
1781205482,176
1781205487,176
1781205492,176
1781205497,251
1781205502,251
1781205507,251
1781205512,331
1781205517,331
1781205522,331
1781205527,399
1781205532,399
1781205538,399
1781205543,430
1781205548,430
1781205553,430
1781205558,462
1781205563,462
1781205568,462
1781205573,319
1781205578,319
1781205583,319
1781205588,21
1781205593,21
1781205598,21
1781205603,16
1781205608,16
1781205613,16
1781205618,16
1781205623,16
1781205628,15
1781205633,15
1781205638,15
1781205644,12
1781205649,12
1781205654,12
1781205659,12
