timestamp,pod,cpu_millicores
1783197589,websocket-loadgen-7xj5d,134
1783197589,websocket-server-5d44fc8b6-k2txg,30
1783197589,websocket-server-5d44fc8b6-wx675,62
1783197594,websocket-loadgen-7xj5d,134
1783197594,websocket-server-5d44fc8b6-k2txg,30
1783197594,websocket-server-5d44fc8b6-wx675,62
1783197600,websocket-loadgen-7xj5d,134
1783197600,websocket-server-5d44fc8b6-k2txg,30
1783197600,websocket-server-5d44fc8b6-wx675,62
1783197605,websocket-loadgen-7xj5d,132
1783197605,websocket-server-5d44fc8b6-k2txg,148
1783197605,websocket-server-5d44fc8b6-wx675,143
1783197610,websocket-loadgen-7xj5d,132
1783197610,websocket-server-5d44fc8b6-k2txg,148
1783197610,websocket-server-5d44fc8b6-wx675,143
1783197615,websocket-loadgen-7xj5d,65
1783197615,websocket-server-5d44fc8b6-k2txg,231
1783197615,websocket-server-5d44fc8b6-wx675,285
1783197620,websocket-loadgen-7xj5d,65
1783197620,websocket-server-5d44fc8b6-k2txg,231
1783197620,websocket-server-5d44fc8b6-wx675,285
1783197625,websocket-loadgen-7xj5d,65
1783197625,websocket-server-5d44fc8b6-k2txg,231
1783197625,websocket-server-5d44fc8b6-wx675,285
1783197630,websocket-loadgen-7xj5d,87
1783197630,websocket-server-5d44fc8b6-k2txg,313
1783197630,websocket-server-5d44fc8b6-wx675,384
1783197630,websocket-server-5d44fc8b6-zrngp,104
1783197636,websocket-loadgen-7xj5d,87
1783197636,websocket-server-5d44fc8b6-k2txg,313
1783197636,websocket-server-5d44fc8b6-wx675,384
1783197636,websocket-server-5d44fc8b6-zrngp,104
1783197641,websocket-loadgen-7xj5d,87
1783197641,websocket-server-5d44fc8b6-k2txg,313
1783197641,websocket-server-5d44fc8b6-wx675,384
1783197641,websocket-server-5d44fc8b6-zrngp,104
1783197646,websocket-loadgen-7xj5d,102
1783197646,websocket-server-5d44fc8b6-9wwz4,77
1783197646,websocket-server-5d44fc8b6-k2txg,387
1783197646,websocket-server-5d44fc8b6-nwmvg,29
1783197646,websocket-server-5d44fc8b6-wx675,463
1783197646,websocket-server-5d44fc8b6-zrngp,116
1783197651,websocket-loadgen-7xj5d,102
1783197651,websocket-server-5d44fc8b6-9wwz4,77
1783197651,websocket-server-5d44fc8b6-k2txg,387
1783197651,websocket-server-5d44fc8b6-nwmvg,29
1783197651,websocket-server-5d44fc8b6-wx675,463
1783197651,websocket-server-5d44fc8b6-zrngp,116
1783197656,websocket-loadgen-7xj5d,102
1783197656,websocket-server-5d44fc8b6-9wwz4,77
1783197656,websocket-server-5d44fc8b6-k2txg,387
1783197656,websocket-server-5d44fc8b6-nwmvg,29
1783197656,websocket-server-5d44fc8b6-wx675,463
1783197656,websocket-server-5d44fc8b6-zrngp,116
1783197661,websocket-loadgen-7xj5d,110
1783197661,websocket-server-5d44fc8b6-9wwz4,56
1783197661,websocket-server-5d44fc8b6-k2txg,422
1783197661,websocket-server-5d44fc8b6-nwmvg,28
1783197661,websocket-server-5d44fc8b6-vpdc7,72
1783197661,websocket-server-5d44fc8b6-wx675,463
1783197661,websocket-server-5d44fc8b6-zrngp,156
1783197666,websocket-server-5d44fc8b6-9wwz4,56
1783197666,websocket-server-5d44fc8b6-k2txg,422
1783197666,websocket-server-5d44fc8b6-nwmvg,28
1783197666,websocket-server-5d44fc8b6-vpdc7,72
1783197666,websocket-server-5d44fc8b6-wx675,463
