timestamp,cpu_millicores
1781205029,17
1781205034,2
1781205039,2
1781205044,2
1781205049,2
1781205054,2
1781205059,2
1781205064,23
1781205069,23
1781205074,23
1781205079,61
1781205084,61
1781205089,61
1781205094,162
1781205099,162
1781205105,162
1781205110,206
1781205115,206
1781205120,206
1781205125,319
1781205130,319
1781205135,319
1781205140,360
1781205145,360
1781205150,360
1781205155,436
1781205160,436
1781205165,436
1781205170,421
1781205175,421
1781205180,421
1781205185,159
1781205190,159
1781205195,159
1781205200,16
1781205205,16
1781205211,16
1781205216,16
1781205221,16
1781205226,16
1781205231,16
1781205236,16
1781205241,11
1781205246,11
1781205251,11
1781205256,11
1781205261,11
1781205266,11
1781205271,11
