timestamp,cpu_millicores
1781210162,36
1781210167,2
1781210172,2
1781210177,2
1781210182,2
1781210187,2
1781210192,2
1781210197,27
1781210202,27
1781210207,27
1781210212,89
1781210218,89
1781210223,89
1781210228,156
1781210233,156
1781210238,156
1781210243,239
1781210248,239
1781210253,239
1781210258,330
1781210263,330
1781210268,330
1781210273,380
1781210278,380
1781210283,380
1781210288,419
1781210293,419
1781210298,419
1781210303,432
1781210308,432
1781210314,432
1781210319,163
1781210324,163
1781210329,163
1781210334,16
1781210339,16
1781210344,16
1781210349,16
1781210354,16
1781210359,16
1781210364,15
1781210369,15
1781210374,15
1781210379,16
1781210384,16
1781210389,16
1781210394,16
1781210399,16
1781210404,16
1781210409,16
1781210415,16
1781210420,16
1781210425,16
1781210430,16
1781210435,16
1781210440,16
1781210445,16
1781210450,16
1781210455,15
1781210460,15
1781210465,11
1781210470,11
1781210475,11
1781210480,11
1781210485,12
1781210490,12
1781210495,12
