timestamp,cpu_millicores
1781212293,21
1781212298,2
1781212303,2
1781212308,2
1781212313,2
1781212318,2
1781212323,2
1781212328,28
1781212333,28
1781212338,28
1781212343,64
1781212348,64
1781212353,64
1781212358,164
1781212363,164
1781212368,164
1781212373,232
1781212378,232
1781212384,232
1781212389,321
1781212394,321
1781212399,321
1781212404,393
1781212409,393
1781212414,393
1781212419,468
1781212424,468
1781212429,468
1781212434,432
1781212439,432
1781212444,432
1781212449,276
1781212454,276
1781212459,276
1781212464,17
1781212469,17
1781212474,17
1781212479,17
1781212484,17
1781212489,17
1781212494,17
1781212500,17
1781212505,17
1781212510,16
1781212515,16
1781212520,16
1781212525,17
1781212530,17
1781212535,17
1781212540,16
1781212545,16
1781212550,16
1781212555,17
1781212560,17
1781212565,17
1781212570,17
1781212575,17
1781212580,17
1781212585,17
1781212590,17
1781212595,17
1781212600,17
1781212605,17
1781212610,17
1781212615,17
1781212621,17
1781212626,17
1781212631,17
1781212636,17
1781212641,17
1781212646,17
1781212651,17
1781212656,17
1781212661,17
1781212666,17
1781212671,17
1781212676,17
1781212681,17
1781212686,17
1781212691,16
1781212696,16
1781212701,16
1781212706,16
1781212711,16
1781212716,16
1781212721,16
1781212726,16
