timestamp,active_connections,reconnect_rate
1781201454,0.0,0.0
1781201459,0.0,0.0
1781201464,0.0,0.0
1781201469,0.0,0.0
1781201474,0.0,0.0
1781201479,34.0,39.113600000000005
1781201484,81.0,107.21866666666668
1781201489,81.0,134.31586666666666
1781201494,152.0,204.13126666666665
1781201499,218.0,266.61420000000004
1781201504,218.0,274.0
1781201509,281.0,258.0
1781201514,345.0,254.0
1781201519,345.0,254.0
1781201524,410.0,258.0
1781201529,462.0,234.0
1781201534,508.0,234.0
1781201539,544.0,176.0
1781201544,582.0,148.0
1781201549,648.0,210.0
1781201554,687.0,216.0
1781201559,727.0,220.0
1781201564,778.0,260.0
1781201569,791.0,208.0
1781201574,800.0,146.0
1781201579,800.0,44.0
1781201584,800.0,18.0
1781201589,800.0,0.0
1781201594,800.0,0.0
1781201600,800.0,0.0
1781201605,800.0,0.0
1781201610,800.0,0.0
1781201615,800.0,0.0
1781201620,800.0,0.0
1781201625,800.0,0.0
1781201630,800.0,0.0
1781201635,800.0,0.0
1781201640,800.0,0.0
1781201645,800.0,0.0
1781201650,800.0,0.0
1781201655,800.0,0.0
1781201660,800.0,0.0
1781201665,800.0,0.0
1781201670,800.0,0.0
1781201675,800.0,0.0
1781201680,800.0,0.0
1781201685,800.0,0.0
1781201690,800.0,0.0
1781201695,800.0,0.0
1781201700,800.0,0.0
1781201705,800.0,0.0
1781201710,740.0,0.0
1781201715,740.0,0.0
1781201720,740.0,0.0
1781201725,740.0,0.0
1781201730,740.0,0.0
1781201735,740.0,0.0
1781201740,740.0,0.0
1781201745,740.0,0.0
1781201750,740.0,0.0
1781201755,740.0,0.0
1781201760,740.0,0.0
1781201765,740.0,0.0
1781201770,740.0,0.0
1781201775,740.0,0.0
1781201780,740.0,0.0
1781201785,740.0,0.0
1781201790,637.0,0.0
1781201795,637.0,0.0
1781201800,637.0,0.0
