metric,mean,std,min,max,n
pod_seconds,6738.666666666667,560.2270373101725,6093.0,7096.0,3
scale_down_reaction_s,650.3333333333334,51.47167505855364,591.0,683.0,3
peak_connections,284.6666666666667,31.879983270593687,256.0,319.0,3
peak_replicas,9.666666666666666,0.5773502691896257,9.0,10.0,3
