timestamp,cpu_millicores
1781214195,20
1781214200,20
1781214205,20
1781214210,2
1781214215,2
1781214220,6
1781214225,6
1781214230,6
1781214235,60
1781214240,60
1781214245,60
1781214250,139
1781214255,139
1781214260,139
1781214265,216
1781214270,216
1781214275,216
1781214280,275
1781214285,275
1781214290,275
1781214296,337
1781214301,337
1781214306,337
1781214311,387
1781214316,387
1781214321,387
1781214326,434
1781214331,434
1781214336,434
1781214341,406
1781214346,406
1781214351,406
1781214356,91
1781214361,91
1781214366,91
1781214371,16
1781214376,16
1781214381,16
1781214386,16
1781214391,16
1781214396,16
1781214402,17
1781214407,17
1781214412,17
1781214417,17
1781214422,17
1781214427,17
1781214432,17
1781214437,17
1781214442,17
1781214447,17
1781214452,17
1781214457,17
1781214462,17
1781214467,17
1781214472,17
1781214477,17
1781214482,17
1781214487,17
1781214492,16
1781214497,16
1781214502,16
1781214507,16
1781214513,16
1781214518,16
1781214523,16
1781214528,16
1781214533,16
1781214538,15
1781214543,15
1781214548,15
1781214553,17
1781214558,17
1781214563,17
1781214568,16
1781214573,16
1781214578,16
1781214583,17
1781214588,17
1781214593,17
1781214598,17
1781214603,17
1781214608,17
1781214613,17
1781214619,17
1781214624,17
1781214629,17
1781214634,17
1781214639,17
1781214644,16
1781214649,16
1781214654,16
1781214659,16
1781214664,16
1781214669,16
1781214674,17
1781214679,17
1781214684,5
1781214689,5
1781214694,5
1781214699,5
1781214704,4
