timestamp,cpu_millicores
1781213543,1
1781213548,2
1781213553,2
1781213558,2
1781213563,2
1781213568,2
1781213573,2
1781213578,29
1781213583,29
1781213588,29
1781213593,105
1781213598,105
1781213603,105
1781213608,172
1781213613,172
1781213619,172
1781213624,236
1781213629,236
1781213634,236
1781213639,316
1781213644,316
1781213649,316
1781213654,405
1781213659,405
1781213664,405
1781213669,456
1781213674,456
1781213679,456
1781213684,433
1781213689,433
1781213694,433
1781213699,225
1781213704,225
1781213709,225
1781213714,17
1781213719,17
1781213725,17
1781213730,16
1781213735,16
1781213740,16
1781213745,17
1781213750,17
1781213755,17
1781213760,17
1781213765,17
1781213770,17
1781213775,16
1781213780,16
1781213785,16
1781213790,17
1781213795,17
1781213800,17
1781213805,17
1781213810,17
1781213815,17
1781213820,17
1781213825,17
1781213830,17
1781213835,17
1781213840,17
1781213846,17
1781213851,17
1781213856,17
1781213861,17
1781213866,17
1781213871,17
1781213876,17
1781213881,16
1781213886,16
1781213891,16
1781213896,16
1781213901,16
1781213906,16
1781213911,17
1781213916,17
1781213921,17
1781213926,17
1781213931,17
1781213936,17
1781213941,17
1781213946,17
1781213951,17
1781213956,17
1781213961,17
1781213967,17
1781213972,17
1781213977,17
1781213982,17
1781213987,17
1781213992,17
1781213997,17
1781214002,17
1781214007,17
1781214012,17
1781214017,17
1781214022,13
1781214027,13
1781214032,13
1781214037,13
1781214042,13
1781214047,13
1781214052,13
