timestamp,cpu_percent,replicas
1781210645,1.0,2
1781210650,1.0,2
1781210655,1.0,2
1781210660,1.0,2
1781210665,1.0,2
1781210670,1.0,2
1781210675,1.0,2
1781210680,1.0,2
1781210685,1.0,2
1781210690,16.0,2
1781210695,16.0,2
1781210700,16.0,2
1781210706,37.0,2
1781210711,37.0,2
1781210716,37.0,2
1781210721,65.0,2
1781210726,65.0,2
1781210731,65.0,2
1781210736,108.0,2
1781210741,108.0,2
1781210746,108.0,2
1781210751,150.0,4
1781210756,150.0,4
1781210761,150.0,4
1781210766,178.0,5
1781210771,178.0,5
1781210776,178.0,5
1781210781,108.0,6
1781210786,108.0,6
1781210791,108.0,6
1781210796,72.0,8
1781210801,72.0,8
1781210806,72.0,8
1781210811,9.0,8
1781210816,9.0,8
1781210822,9.0,8
1781210827,2.0,8
1781210832,2.0,8
1781210837,2.0,8
1781210842,2.0,8
1781210847,2.0,8
1781210852,2.0,8
1781210857,2.0,8
1781210862,2.0,8
1781210867,2.0,8
1781210872,2.0,8
1781210877,2.0,8
1781210882,2.0,8
1781210887,2.0,8
1781210892,2.0,8
1781210897,2.0,8
1781210902,2.0,8
1781210907,2.0,8
1781210912,2.0,8
1781210917,2.0,8
1781210922,2.0,8
1781210927,2.0,8
1781210932,3.0,4
1781210937,3.0,4
1781210942,3.0,4
1781210948,3.0,4
1781210953,3.0,4
1781210958,3.0,4
1781210963,3.0,4
1781210968,3.0,4
1781210973,3.0,4
1781210978,3.0,4
