timestamp,cpu_millicores
1781210645,2
1781210650,2
1781210655,2
1781210660,2
1781210665,2
1781210670,2
1781210675,2
1781210680,33
1781210685,33
1781210690,33
1781210696,75
1781210701,75
1781210706,75
1781210711,130
1781210716,130
1781210721,130
1781210726,217
1781210731,217
1781210736,217
1781210741,301
1781210746,301
1781210751,301
1781210756,411
1781210761,411
1781210766,411
1781210771,454
1781210776,454
1781210781,454
1781210786,432
1781210791,432
1781210796,432
1781210801,73
1781210807,73
1781210812,73
1781210817,16
1781210822,16
1781210827,16
1781210832,16
1781210837,16
1781210842,16
1781210847,17
1781210852,17
1781210857,17
1781210862,16
1781210867,16
1781210872,16
1781210877,16
1781210882,16
1781210887,16
1781210892,16
1781210897,16
1781210902,16
1781210907,16
1781210912,16
1781210918,16
1781210923,16
1781210928,16
1781210933,16
1781210938,15
1781210943,15
1781210948,12
1781210953,12
1781210958,12
1781210963,12
1781210968,13
1781210973,13
1781210978,13
