timestamp,cpu_millicores
1781207239,17
1781207244,1
1781207249,1
1781207254,1
1781207259,2
1781207264,2
1781207269,2
1781207274,33
1781207279,33
1781207285,33
1781207290,93
1781207295,93
1781207300,93
1781207305,163
1781207310,163
1781207315,163
1781207320,243
1781207325,243
1781207330,243
1781207335,330
1781207340,330
1781207345,330
1781207350,388
1781207355,388
1781207360,388
1781207365,412
1781207370,412
1781207375,412
1781207380,431
1781207386,431
1781207391,431
1781207396,237
1781207401,237
1781207406,237
1781207411,15
1781207416,15
1781207421,15
1781207426,15
1781207431,15
1781207436,15
1781207441,16
1781207446,16
1781207451,16
1781207456,16
1781207461,16
1781207466,16
1781207471,16
1781207476,16
1781207481,12
1781207486,12
1781207491,12
1781207496,11
1781207502,11
1781207507,11
1781207512,11
