timestamp,cpu_percent,replicas
1781207239,1.0,2
1781207244,1.0,2
1781207249,1.0,2
1781207254,0.0,2
1781207259,0.0,2
1781207264,0.0,2
1781207269,1.0,2
1781207274,1.0,2
1781207279,1.0,2
1781207284,16.0,2
1781207289,16.0,2
1781207295,16.0,2
1781207300,46.0,2
1781207305,46.0,2
1781207310,46.0,2
1781207315,81.0,2
1781207320,81.0,2
1781207325,81.0,2
1781207330,121.0,3
1781207335,121.0,3
1781207340,121.0,3
1781207345,148.0,5
1781207350,148.0,5
1781207355,148.0,5
1781207360,77.0,5
1781207365,77.0,5
1781207370,77.0,5
1781207375,82.0,7
1781207380,82.0,7
1781207385,82.0,7
1781207390,61.0,7
1781207395,61.0,7
1781207401,61.0,7
1781207406,33.0,7
1781207411,33.0,7
1781207416,33.0,7
1781207421,2.0,7
1781207426,2.0,7
1781207431,2.0,7
1781207436,2.0,7
1781207441,2.0,7
1781207446,2.0,7
1781207451,2.0,7
1781207456,2.0,7
1781207461,2.0,7
1781207466,3.0,4
1781207471,3.0,4
1781207476,3.0,4
1781207481,3.0,3
1781207486,3.0,3
1781207491,3.0,3
1781207496,3.0,3
1781207501,3.0,3
1781207506,3.0,3
1781207511,3.0,3
