timestamp,cpu_percent,replicas
1783198754,7.0,2
1783198759,7.0,2
1783198764,7.0,2
1783198769,106.0,2
1783198775,106.0,2
1783198780,106.0,2
1783198785,227.0,4
1783198790,227.0,4
1783198795,227.0,4
1783198800,168.0,8
1783198805,168.0,8
1783198810,168.0,8
1783198816,149.0,14
1783198821,149.0,14
1783198826,149.0,14
1783198831,91.0,15
1783198836,91.0,15
1783198841,91.0,15
1783198847,43.0,15
1783198852,43.0,15
1783198857,43.0,15
1783198862,2.0,15
1783198867,2.0,15
1783198872,1.0,15
1783198877,1.0,15
1783198934,98.0,2
1783198939,98.0,2
1783198944,98.0,2
1783198949,189.0,2
1783198954,189.0,2
1783198959,189.0,2
1783198964,288.0,6
1783198970,288.0,6
1783198975,288.0,6
1783198980,150.0,10
1783198985,150.0,10
1783198990,150.0,10
1783198995,111.0,13
1783199000,111.0,13
1783199005,111.0,13
1783199010,83.0,15
1783199016,83.0,15
1783199021,83.0,15
1783199026,14.0,15
1783199031,14.0,15
1783199036,14.0,15
1783199041,2.0,15
1783199046,2.0,15
1783199051,2.0,15
1783199056,1.0,15
1783199062,1.0,15
1783199067,1.0,15
1783199072,1.0,15
1783199077,1.0,15
1783199082,1.0,15
1783199087,15.0,4
1783199092,15.0,4
1783199097,15.0,4
1783199102,51.0,2
1783199108,51.0,2
1783199113,51.0,2
1783199118,148.0,2
1783199123,148.0,2
1783199128,309.0,5
1783199133,309.0,5
1783199138,309.0,5
1783199143,221.0,10
1783199148,221.0,10
1783199154,221.0,10
1783199159,94.0,15
1783199164,94.0,15
1783199169,94.0,15
1783199174,17.0,15
1783199179,17.0,15
1783199184,17.0,15
1783199189,0.0,15
1783199194,0.0,15
1783199199,0.0,15
1783199205,0.0,15
1783199210,0.0,15
1783199215,0.0,15
1783199220,1.0,15
1783199225,1.0,15
1783199230,1.0,15
1783199235,10.0,5
1783199240,10.0,5
1783199245,10.0,5
1783199251,79.0,2
1783199256,79.0,2
1783199261,79.0,2
1783199266,231.0,3
1783199271,231.0,3
1783199276,231.0,3
1783199281,233.0,7
1783199287,233.0,7
1783199292,233.0,7
1783199297,187.0,12
1783199302,187.0,12
1783199307,187.0,12
1783199312,145.0,15
1783199317,145.0,15
1783199322,145.0,15
1783199328,38.0,15
1783199333,38.0,15
1783199338,38.0,15
1783199343,0.0,15
1783199348,0.0,15
1783199353,0.0,15
1783199358,1.0,15
1783199363,1.0,15
1783199368,1.0,15
1783199373,1.0,15
1783199379,1.0,15
1783199384,11.0,9
1783199389,11.0,9
1783199394,11.0,9
1783199399,53.0,2
1783199404,53.0,2
1783199409,53.0,2
1783199414,186.0,2
1783199420,186.0,2
1783199425,186.0,2
1783199430,261.0,6
1783199435,261.0,6
1783199440,261.0,6
1783199445,186.0,9
1783199450,186.0,9
1783199456,186.0,9
1783199461,126.0,15
1783199466,126.0,15
1783199471,126.0,15
1783199476,15.0,15
1783199481,15.0,15
1783199486,15.0,15
1783199491,1.0,15
1783199497,1.0,15
1783199502,1.0,15
1783199507,1.0,15
1783199512,1.0,15
1783199517,1.0,15
1783199522,1.0,15
1783199527,1.0,15
1783199532,1.0,15
1783199537,23.0,3
1783199542,23.0,3
1783199548,23.0,3
1783199553,79.0,2
1783199558,79.0,2
1783199563,79.0,2
1783199568,153.0,3
1783199573,153.0,3
1783199578,153.0,3
1783199583,218.0,6
1783199588,218.0,6
1783199593,218.0,6
1783199599,222.0,11
1783199604,222.0,11
1783199609,111.0,15
1783199614,111.0,15
1783199619,111.0,15
1783199624,11.0,15
1783199629,11.0,15
1783199634,11.0,15
1783199639,0.0,15
1783199644,0.0,15
1783199650,0.0,15
1783199655,0.0,15
1783199660,0.0,15
1783199665,0.0,15
1783199670,1.0,15
1783199675,1.0,15
1783199680,1.0,15
1783199685,1.0,3
1783199690,1.0,3
1783199695,1.0,3
1783199701,1.0,2
1783199706,1.0,2
1783199711,1.0,2
1783199716,1.0,2
