timestamp,cpu_millicores
1781204414,20
1781204419,2
1781204424,2
1781204429,2
1781204434,2
1781204440,2
1781204445,2
1781204450,26
1781204455,26
1781204460,26
1781204465,97
1781204470,97
1781204475,97
1781204480,131
1781204485,131
1781204490,131
1781204495,233
1781204500,233
1781204505,233
1781204510,282
1781204515,282
1781204520,282
1781204525,391
1781204530,391
1781204535,391
1781204540,438
1781204546,438
1781204551,438
1781204556,457
1781204561,457
1781204566,457
1781204571,260
1781204576,260
1781204581,260
