timestamp,active_connections,reconnect_rate
1781205029,0,0
1781205034,0,0
1781205039,0,0
1781205044,0,0
1781205049,0,0
1781205054,12,51.7832
1781205059,48,67.8312
1781205064,48,83.8792
1781205069,178,197.28266666666667
1781205074,178,240.74599999999998
1781205079,178,260
1781205084,304,252
1781205089,304,252
1781205094,304,252
1781205099,441,274
1781205104,441,274
1781205109,441,274
1781205114,549,216
1781205119,595,216
1781205124,595,216
1781205129,662,134
1781205134,739,202
1781205139,739,202
1781205144,784,144
1781205149,800,108
1781205154,800,58
1781205159,800,32
1781205164,800,0
1781205169,800,0
1781205174,800,0
1781205179,800,0
1781205184,800,0
1781205189,800,0
1781205194,800,0
1781205199,800,0
1781205204,800,0
1781205209,800,0
1781205214,800,0
1781205219,800,0
1781205224,800,0
1781205229,800,0
1781205234,800,0
1781205239,800,0
1781205244,800,0
1781205249,800,0
1781205254,800,0
1781205259,800,0
1781205264,798,0
1781205269,703,0
