timestamp,cpu_millicores
1781209686,17
1781209691,2
1781209696,2
1781209701,2
1781209706,2
1781209711,2
1781209716,2
1781209721,40
1781209726,40
1781209731,40
1781209736,70
1781209741,70
1781209746,70
1781209751,146
1781209756,146
1781209761,146
1781209766,223
1781209771,223
1781209776,223
1781209781,306
1781209787,306
1781209792,306
1781209797,402
1781209802,402
1781209807,402
1781209812,466
1781209817,466
1781209822,466
1781209827,450
1781209832,450
1781209837,450
1781209842,150
1781209847,150
1781209852,150
1781209857,107
1781209862,107
1781209867,107
1781209872,15
1781209877,15
1781209882,15
1781209887,16
1781209893,16
1781209898,16
1781209903,17
1781209908,17
1781209913,17
1781209918,15
1781209923,15
1781209928,15
1781209933,13
1781209938,13
1781209943,13
1781209948,16
1781209953,16
1781209958,16
1781209963,15
1781209968,15
1781209973,15
1781209978,15
1781209983,15
1781209988,10
1781209993,11
1781209999,11
1781210004,11
1781210009,10
1781210014,10
1781210019,10
