timestamp,cpu_millicores
1781206897,39
1781206902,39
1781206907,39
1781206912,2
1781206917,2
1781206922,2
1781206927,8
1781206932,8
1781206937,8
1781206942,61
1781206947,61
1781206952,61
1781206957,136
1781206962,136
1781206967,136
1781206973,178
1781206978,178
1781206983,178
1781206988,294
1781206993,294
1781206998,294
1781207003,354
1781207008,354
1781207013,354
1781207018,441
1781207023,441
1781207028,441
1781207033,441
1781207038,441
1781207043,441
1781207048,342
1781207053,342
1781207058,342
1781207063,18
1781207068,18
1781207073,18
1781207079,16
1781207084,16
1781207089,16
1781207094,15
