timestamp,cpu_percent,replicas
1783199761,101.0,2
1783199766,101.0,2
1783199771,101.0,2
1783199776,171.0,4
1783199781,171.0,4
1783199786,171.0,4
1783199791,157.0,6
1783199796,157.0,6
1783199801,157.0,6
1783199807,149.0,11
1783199812,149.0,11
1783199817,149.0,11
1783199822,93.0,13
1783199827,93.0,13
1783199832,93.0,13
1783199837,80.0,15
1783199843,80.0,15
1783199848,80.0,15
1783199853,5.0,15
1783199858,5.0,15
1783199863,5.0,15
1783199868,0.0,15
1783199873,0.0,15
1783199878,0.0,15
1783199883,0.0,15
1783199889,0.0,15
1783199894,0.0,15
1783199899,1.0,15
1783199904,1.0,15
1783199909,1.0,15
1783199914,24.0,2
1783199919,24.0,2
1783199924,117.0,2
1783199930,117.0,2
1783199935,117.0,2
1783199940,228.0,4
1783199945,228.0,4
1783199950,228.0,4
1783199955,342.0,8
1783199960,342.0,8
1783199966,342.0,8
1783199971,167.0,12
1783199976,167.0,12
1783199981,167.0,12
1783199986,88.0,15
1783199991,88.0,15
1783199996,88.0,15
1783200001,0.0,15
1783200006,0.0,15
1783200012,0.0,15
1783200017,0.0,15
1783200022,0.0,15
1783200027,0.0,15
1783200032,0.0,15
1783200037,0.0,15
1783200042,0.0,15
1783200047,1.0,15
1783200052,1.0,15
1783200058,1.0,15
1783200063,14.0,2
1783200068,14.0,2
1783200073,14.0,2
1783200078,97.0,2
1783200083,97.0,2
1783200088,97.0,2
1783200093,244.0,4
1783200098,244.0,4
1783200104,244.0,4
1783200109,252.0,8
1783200114,252.0,8
1783200119,252.0,8
1783200124,199.0,13
1783200129,199.0,13
1783200134,199.0,13
1783200139,116.0,15
1783200145,116.0,15
1783200150,3.0,15
1783200155,3.0,15
1783200160,3.0,15
1783200165,1.0,15
1783200170,1.0,15
1783200175,1.0,15
1783200180,0.0,15
1783200186,0.0,15
1783200191,0.0,15
1783200196,1.0,15
1783200201,1.0,15
1783200206,1.0,15
1783200211,12.0,2
1783200216,12.0,2
1783200221,12.0,2
1783200226,84.0,2
1783200232,84.0,2
1783200237,84.0,2
1783200242,186.0,3
1783200247,186.0,3
1783200252,186.0,3
1783200257,354.0,7
1783200262,354.0,7
1783200267,354.0,7
1783200272,203.0,12
1783200278,203.0,12
1783200283,203.0,12
1783200288,103.0,15
1783200293,103.0,15
1783200298,103.0,15
1783200303,24.0,15
1783200308,24.0,15
1783200314,24.0,15
1783200319,0.0,15
1783200324,0.0,15
1783200329,0.0,15
1783200334,0.0,15
1783200339,0.0,15
1783200344,0.0,15
1783200349,1.0,15
1783200354,1.0,15
1783200359,1.0,15
1783200365,14.0,6
1783200370,14.0,6
1783200375,14.0,6
1783200380,37.0,2
1783200385,37.0,2
1783200390,106.0,2
1783200395,106.0,2
1783200400,106.0,2
1783200405,286.0,4
1783200411,286.0,4
1783200416,286.0,4
1783200421,255.0,8
1783200426,255.0,8
1783200431,255.0,8
1783200436,157.0,15
1783200441,157.0,15
1783200447,157.0,15
1783200452,29.0,15
1783200457,29.0,15
1783200462,29.0,15
1783200467,0.0,15
1783200472,0.0,15
1783200477,0.0,15
1783200482,0.0,15
1783200487,0.0,15
1783200493,0.0,15
1783200498,0.0,15
1783200503,0.0,15
1783200508,0.0,15
1783200513,1.0,6
1783200518,1.0,6
1783200523,1.0,6
1783200528,1.0,2
1783200533,1.0,2
1783200539,1.0,2
1783200544,1.0,2
