timestamp,active_connections,reconnect_rate
1781202437,0,0
1781202442,0,0
1781202447,0,0
1781202452,0,0
1781202457,0,0
1781202462,33,37.8224
1781202467,110,126.01306666666666
1781202472,110,162.81173333333334
1781202477,159,218.01560000000003
1781202482,232,244
1781202487,232,244
1781202492,296,274
1781202497,361,258
1781202502,361,258
1781202507,431,270
1781202513,496,270
1781202518,496,270
1781202523,554,246
1781202528,628,174
1781202533,628,174
1781202538,665,132
1781202543,768,202
1781202548,768,202
1781202553,788,160
1781202558,800,44
1781202563,800,44
1781202568,800,12
1781202573,800,0
1781202578,800,0
1781202583,800,0
1781202588,800,0
1781202593,800,0
1781202598,800,0
1781202603,800,0
1781202608,800,0
1781202613,800,0
1781202618,800,0
1781202623,800,0
1781202628,800,0
1781202633,800,0
1781202638,800,0
1781202643,800,0
1781202648,800,0
1781202653,800,0
1781202658,800,0
1781202663,800,0
1781202668,800,0
1781202673,800,0
1781202678,800,0
1781202683,800,0
1781202688,761,0
1781202693,761,0
1781202698,761,0
1781202703,761,0
1781202708,668,0
1781202713,668,0
1781202718,664,0
1781202723,658,0
1781202728,658,0
1781202733,658,0
1781202738,658,0
1781202743,658,0
1781202748,658,0
1781202753,658,0
1781202758,658,0
1781202763,658,0
1781202768,658,0
