timestamp,active_connections,reconnect_rate
1781212879,0,0
1781212884,0,0
1781212889,0,0
1781212895,0,0
1781212900,1,1.137
1781212905,20,23.47453333333333
1781212910,20,30.161199999999997
1781212915,90,115.50326666666665
1781212920,158,202.15120000000002
1781212925,158,248.2892
1781212930,215,250
1781212935,288,260
1781212940,288,260
1781212945,360,290
1781212950,422,268
1781212955,422,268
1781212960,490,260
1781212965,547,250
1781212970,547,250
1781212975,631,192
1781212980,676,138
1781212985,676,138
1781212990,767,164
1781212995,796,162
1781213000,796,162
1781213005,800,66
1781213010,800,8
1781213015,800,8
1781213020,800,0
1781213025,800,0
1781213030,800,0
1781213035,800,0
1781213040,800,0
1781213045,800,0
1781213050,800,0
1781213055,800,0
1781213060,800,0
1781213065,800,0
1781213070,800,0
1781213075,800,0
1781213080,800,0
1781213085,800,0
1781213090,800,0
1781213095,800,0
1781213100,800,0
1781213105,800,0
1781213110,800,0
1781213115,800,0
1781213120,800,0
1781213125,800,0
1781213130,800,0
1781213135,800,0
1781213140,800,0
1781213145,800,0
1781213150,800,0
1781213155,800,0
1781213160,800,0
1781213165,800,0
1781213170,800,0
1781213175,800,0
1781213180,800,0
1781213185,800,0
1781213190,800,0
1781213195,800,0
1781213200,800,0
1781213205,800,0
1781213210,800,0
1781213215,800,0
1781213220,800,0
1781213225,800,0
1781213231,800,0
1781213236,800,0
1781213241,800,0
1781213246,800,0
1781213251,800,0
1781213256,800,0
1781213261,800,0
1781213266,800,0
1781213271,800,0
1781213276,800,0
1781213281,800,0
1781213286,800,0
1781213291,800,0
1781213296,800,0
1781213301,800,0
1781213306,800,0
1781213311,800,0
1781213316,800,0
1781213321,800,0
1781213326,800,0
1781213331,800,0
1781213336,800,0
1781213341,800,0
1781213346,800,0
1781213351,800,0
1781213356,800,0
1781213361,800,0
1781213366,800,0
1781213371,800,0
1781213376,727,0
1781213381,727,0
1781213386,404,0
1781213391,361,0
