timestamp,cpu_millicores
1781212880,20
1781212885,1
1781212890,1
1781212895,1
1781212900,2
1781212905,2
1781212910,2
1781212915,31
1781212920,31
1781212925,31
1781212930,107
1781212935,107
1781212940,107
1781212945,179
1781212950,179
1781212955,179
1781212960,261
1781212965,261
1781212970,261
1781212975,346
1781212980,346
1781212985,346
1781212990,410
1781212996,410
1781213001,410
1781213006,424
1781213011,424
1781213016,424
1781213021,455
1781213026,455
1781213031,455
1781213036,248
1781213041,248
1781213046,248
1781213051,16
1781213056,16
1781213061,16
1781213066,16
1781213071,16
1781213076,16
1781213081,16
1781213086,16
1781213091,16
1781213096,16
1781213101,16
1781213106,16
1781213111,16
1781213117,16
1781213122,16
1781213127,15
1781213132,15
1781213137,15
1781213142,16
1781213147,16
1781213152,16
1781213157,16
1781213162,16
1781213167,16
1781213172,15
1781213177,15
1781213182,15
1781213187,16
1781213192,16
1781213197,16
1781213202,16
1781213207,16
1781213212,16
1781213217,16
1781213222,16
1781213227,16
1781213232,16
1781213238,16
1781213243,16
1781213248,15
1781213253,15
1781213258,15
1781213263,16
1781213268,16
1781213273,16
1781213278,16
1781213283,16
1781213288,16
1781213293,15
1781213298,15
1781213303,15
1781213308,15
1781213313,15
1781213318,15
1781213323,16
1781213328,16
1781213333,16
1781213338,16
1781213343,16
1781213348,16
1781213354,15
1781213359,9
1781213364,9
1781213369,9
1781213374,3
1781213379,3
1781213384,3
1781213389,3
