timestamp,active_connections,reconnect_rate
1781202915,0,0
1781202920,0,0
1781202925,0,0
1781202930,0,0
1781202935,0,0
1781202940,47,59.95466666666667
1781202945,47,75.68086666666666
1781202950,47,91.40393333333334
1781202955,180,216.92253333333332
1781202960,180,260.2403333333333
1781202965,180,266
1781202970,313,266
1781202975,313,266
1781202980,313,266
1781202985,447,268
1781202990,447,268
1781202995,447,268
1781203000,583,214
1781203005,583,214
1781203010,583,214
1781203015,702,222.64046666666667
1781203020,702,238
1781203025,731,238
1781203030,795,128
1781203035,800,128
1781203040,800,128
1781203045,800,0
1781203050,800,0
1781203056,800,0
1781203061,800,0
1781203066,800,0
1781203071,800,0
1781203076,800,0
1781203081,800,0
1781203086,800,0
1781203091,800,0
1781203096,800,0
1781203101,800,0
1781203106,800,0
1781203111,800,0
1781203116,800,0
1781203121,800,0
1781203126,800,0
1781203131,800,0
1781203136,800,0
1781203141,800,0
1781203146,800,0
1781203151,800,0
1781203156,800,0
1781203161,800,0
1781203166,771,0
1781203171,771,0
1781203176,771,0
1781203181,708,0
1781203186,708,0
1781203191,708,0
1781203196,708,0
1781203201,708,0
1781203206,708,0
1781203211,708,0
1781203216,708,0
1781203221,708,0
1781203226,708,0
1781203231,708,0
1781203236,708,0
1781203241,644,0
1781203246,644,0
