timestamp,active_connections,reconnect_rate
1781206543,0.0,0.0
1781206548,0.0,0.0
1781206553,0.0,0.0
1781206559,0.0,0.0
1781206564,11.0,11.0088
1781206569,11.0,14.686466666666668
1781206574,44.0,56.754133333333336
1781206579,125.0,141.7308
1781206584,125.0,179.84480000000002
1781206589,192.0,257.6141333333333
1781206594,256.0,261.54466666666667
1781206599,256.0,262.0
1781206604,325.0,266.0
1781206609,386.0,260.0
1781206614,386.0,260.0
1781206619,452.0,254.0
1781206624,510.0,248.0
1781206629,510.0,248.0
1781206634,558.0,212.0
1781206639,646.0,170.0
1781206644,646.0,170.0
1781206649,683.0,148.0
1781206654,779.0,180.0
1781206659,786.0,180.0
1781206664,797.0,116.0
1781206669,800.0,16.0
1781206674,800.0,16.0
1781206679,800.0,6.0
1781206684,800.0,0.0
1781206689,800.0,0.0
1781206694,800.0,0.0
1781206699,800.0,0.0
1781206704,800.0,0.0
1781206709,800.0,0.0
1781206714,800.0,0.0
1781206719,800.0,0.0
1781206724,800.0,0.0
1781206729,800.0,0.0
1781206734,800.0,0.0
1781206739,800.0,0.0
