timestamp,cpu_millicores
1781206544,23
1781206549,2
1781206554,2
1781206559,2
1781206564,2
1781206569,2
1781206574,2
1781206579,23
1781206584,23
1781206589,23
1781206594,86
1781206599,86
1781206604,86
1781206609,160
1781206614,160
1781206619,160
1781206624,242
1781206629,242
1781206634,242
1781206639,317
1781206645,317
1781206650,317
1781206655,398
1781206660,398
1781206665,398
1781206670,430
1781206675,430
1781206680,430
1781206685,433
1781206690,433
1781206695,433
1781206700,260
1781206705,260
1781206710,260
1781206715,16
1781206720,16
1781206725,16
1781206730,17
1781206735,17
1781206740,17
