timestamp,cpu_millicores
1781203387,18
1781203392,18
1781203397,18
1781203402,2
1781203407,2
1781203412,2
1781203417,25
1781203422,25
1781203427,25
1781203432,99
1781203437,99
1781203443,99
1781203448,157
1781203453,157
1781203458,157
1781203463,223
1781203468,223
1781203473,223
1781203478,310
1781203483,310
1781203488,310
1781203493,369
1781203498,369
1781203503,369
1781203508,417
1781203513,417
1781203518,417
1781203523,436
1781203528,436
1781203533,436
1781203538,276
1781203543,276
1781203549,276
1781203554,118
1781203559,118
1781203564,118
1781203569,14
1781203574,14
1781203579,14
1781203584,16
1781203589,16
1781203594,16
1781203599,16
1781203604,16
1781203609,16
1781203614,16
1781203619,16
1781203624,14
1781203629,13
1781203634,13
1781203639,11
1781203644,12
1781203649,12
1781203654,12
1781203660,12
1781203665,12
1781203670,12
1781203675,12
1781203680,12
1781203685,10
1781203690,10
1781203695,10
1781203700,10
1781203705,10
1781203710,10
1781203715,10
